word	definition	predicted_words
escorar	mover un obstáculo grande o grande cantidad de objetos, personas o material mediante una fuerza fuerte pero corta o sobre su superficie lisos y horizontalmente.	mover, transportar, desplazar, transferir, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar, transportar
escorar	descubrir o conocer secretos o información ocultos o ocultos.	descubrir, conocer, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, descubrirse, desc
escorar	hacer reflujo en la superficie superior del agua en forma de onda, creando un efecto de espuma	espuma reflujo burbujas
estadista	un especialista en el estudio y gobierno de estados. también se refiere a una persona que se interesa mucho por política y apoya o promueve reformas políticas.	politólogo, político, politóloga, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo, politólogo
estadista	especialista en el estudio y la aplicación de la teoría y la praxis de la política.	politólogo política política
estadista	estudioso y experto en ciencias políticas, especialmente en materias relacionadas con el estado y su organización.	politólogo politólogo politólogo
estadista	un _ es una persona que se dedica a la estudio y el análisis de las cuestiones políticas, económicas y sociales de un país o una región. su objetivo es mejorar el funcionamiento y el desarrollo deseado del estado.	analista estudiante experto consultor expertos estudios analisis cuestiones politicas economicas sociales estado funcionamiento desarrollo deseado
estadista	un personaje que se dedica a la ciencia política, y cuya función es conseguir un gobierno justo y eficaz para un estado o una comunidad.	político política gobierno estado comunidad
esteatosis	presencia de células delicadas en el hígado que contienen una gran cantidad de grasa no funcional y sufren necrosis y fibrosis de los tejidos. este proceso puede conducir a daño en el hígado y a enfermedad.	hepatitis necrosis fibrosis grasa tejidos daño enfermedad
esteatosis	la presencia de tejidos engañaderos en organismos animales.	engaño engaño engaño
esteatosis	el término se refiere a la presencia de trastornos metabólicos en la glándula hepática; en general, se produce al deterioro del ensamblaje celular, provocando una alteración del estado de las células hepáticas y una disminución en su eficacia para desempeñar las funciones metabólicas.	hepatitis trastornos metabólicos glándula hepática ensamblaje celular alteración celular eficacia metabólica
esteatosis	steatosis is a type of liver disease characterized by the accumulation of fat droplets in liver cells. this can lead to liver damage and various health problems.	steatosis fat droplets liver damage health problems
esteatosis	una condición en que las células de los tejidos hepáticos (principalmente el hígado) no pueden metabolizar el glucógeno a glicerol por falta de enzimas.	hepatitis cirrhosis nefropatía
estuco	material de construcción en forma de pasta de cal y yeso, seca lenticulada que sirve de revestimiento interno para reforzar o tapar las paretes y que proporciona impermeabilidad al edificio.	cemento yeso pasta de cal revestimiento interno impermeabilidad
estuco	material plástico con forma de masa, utilizado en la construcción y artesanía como un material aplicable.	poliuretano poliestireno polipropileno
estuco	material de construcción estilo arquitectónico que se crea a partir de la mezcla de arcilla y arena.	ladrillo bloque piedra
estuco	material de construcción hecho de una mezcla de cemento, arena y agua que se coloca en capas sobre un soporte para crear una superficie lisa y resistente	cemento arena agua capas soporte superficie lisa resistente
estuco	un material compuesto de guix y cemento que se usa para elaborar espesoras gruesas para engraves y en murales	cemento guix mural espesor engrave
exequias	los exequias corresponden a una serie de funciones y ceremonias realizadas para honrar a una victima de un homicidio.	exequias funerales honor
exequias	pesadillas o soños vividos y altamente emotivos que pueden provocar una sensación de miedo.	pesadilla soño vivido soño emotivo soño terrorífico
exequias	función religiosa por la cual se rinden los muertos en honores a dios, en particular el día de requiem.	requiem función religiosa muertos honores dios
exequias	funerales ritos o ceremonias para honrar una persona fallecida	funeral entierro sepultura
exequias	concerna los ritos y ceremonias religiosas que se realizan al enterrar a una persona, o también se usan durante el cumplimiento de otras funciones religiosas.	entierro funerario sepultura ceremonia rito función religiosa
faisánido	relativo o pertenciente al mundo del faisán, esta ave o esta familia de aves o al hábitat de estas aves	faisán, faisánido, faisánida, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido,
faisánido	relativo o pertenciente a las especies de faisanes (phasianidae), aves gallínacas de la familia phasianidae con pescado y plumas negros brillantes.	faisán, faisánido, faisánida, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido, faisánido,
faisánido	relativo a unos animales domésticos de la familia phasianidae, que incluyen al pato real, tur, monterojo y faisán (gallopavo).	faisán pato real tur monterojo
faisánido	relativo al faisán, ave de la familia phasianidae conocida por su plumage vivo y galantos.	faisán faisánido faisánido
faisánido	relativo a los _, ave de la familia phasianidae de gran tamaño y colorido con plumas negras y brillantes.	faisán faisánido faisán de colores
fétido	corrompido de costumbres o valores morales y a menudo de trágica naturaleza	corrupción corrompción corrupción
fétido	corrompido, infectado o contaminado por algún veneno, tóxico o malévolo. suscitando disgusto o repugnancia.	corrompido infectado contaminado repugnante disgustoso
fétido	culturalmente o étnicamente insensible y considerado como una palabra ofensiva	racismo sexismo homofobia transfobia islamofobia antisemitismo xenofobia discriminación prejuicio bigotía
fétido	corrupción de la moral o la naturaleza y degeneración del orden social o de la sociedad	corrupción corrupción moral corrupción social corrupción política corrupción económica corrupción ética corrupción de la naturaleza corrupción de la sociedad corrupción de la cultura corrupción de la tradición
fétido	pertagado por un odio intenso y malevolente; desagradable, repugnante; de mal carácter; contaminado, corrompido	malvado, malefactor, maleficente, maleficio, maleficencia, maleficente, maleficente, maleficente, maleficente, maleficente, maleficente, maleficente, maleficente, maleficente, maleficente, maleficente, maleficente, maleficente, maleficente, maleficente, malef
floración	el período de desarrollo de las flores en las plantas angiospermas.	floración florecimiento floración de las angiospermas
floración	el proceso por el cual las flores de las plantas se desarrollan y se abren a la vista	floración florecimiento bloqueo de floración
floración	el periodo de tiempo en el que las plantas llevan a cabo la _ y la producción de frutos o semillas.	floración fructificación semillera
floración	la _ es el periodo de tiempo en el que las flores de una planta se abren y se dispersan para continuar su ciclo de reproducción.	floración florecimiento floración de flores
floración	espectáculo de danzas musicales y coreografías interpretadas por parejas o grupos de baileadores, durante el cual sus movimientos están sincronizados con la música.	baile danza coreografía musica pareja grupo sincronizado interpretación
fotogramétrico	relativo a la fotografía o a las fotogramas, respecto de las técnicas y los instrumentos utilizados en la grabación de imágenes fotográficas.	fotografía fotogramas técnicas instrumentos cámara objetivo lente filtro flash exposición apertura shutter speed iso resolución color negativo positivo imagen imagen digital
fotogramétrico	relativo al uso de la fotografía para la grabación de datos o medidas. pertenece a la ámbito de la ciencia de la imagen (fotografía, cinematografía, etc.)	fotografía cinematografía imagen medida datos ciencia grabación aparato cámara objetivo
fotogramétrico	relacionado con la fotografía o trabajo fotográfico, especialmente técnicamente.	fotografía, fotógrafo, cámara, exposición, luz, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía, fotografía
fotogramétrico	relacionado a la fotografía o al proceso de obtener fotografías, por ejemplo, un equipo fotográfico.	cámara objetivo lens apertura shutter exposición filtro flash tripod luz imagen foto fotografía aparato fotográfico equipo fotográfico
fotogramétrico	relativo a la fotografía o a la técnica de capturar y representar la realidad a través de imágenes fotográficas.	fotografía cámara lens apertura exposición fotógrafo imagen realidad captura representación
funcionario	persona encargada de la gestión de la administrazión pública, empleada en una función pública.	funcionario administrador oficial civil servant public servant
funcionario	individuo designado a desempeñar una función dentro de una organización	empleado funcionario colaborador
funcionario	un profesional involucrado en el gobierno o la administración de una organización	funcionario administrador oficial cargo puesto cargo puesto cargo puesto cargo
funcionario	pero de cualquier una organización y ejerce sus deberes en calidad de representante sujeto o autorizado	representante autorizado agente emisario mensajero
funcionario	persona encargada de realizar tareas en una organización gubernamental o privada, recibiendo órdenes de superior autoridad y ejecutando mandatos legales.	empleado funcionario cargo
gabato	un artículo de comida preparado generalmente de carne vacuna, costado solo con pan, y guisado con pimientos, al ají, ajo y especias y suavecido.	hamburguesa tacos burger
gabato	un pequeño ojo de pez del orden de los mirmirenidos.	mirmir pez mirmir
gabato	un instrumento utilizado para escribir líneas en el hielo o en el papel	bolígrafo pluma estilográfica lápiz pincel pintura pintura al agua pintura al agua aquarellista pintura al agua acuática pintura al agua acuática aquarellista
gabato	an open cup with a narrow, sometimes tapered, body and a wide, often flared, mouth, used especially for drinking	copo vaso taza
gabato	un recipiente de material plástico largo y estrecho utilizado para beber agua.	copo vaso taza
garcilla	un ave perteneciente a la familia picidae, aves paseriformes carácter tamaño diminuto, con pequeña cabeza, pequeño pico estriado, alas negras con listados blancos y cola larga y fuerte.	picador picador de madera picador de huesos picador de frutos
garcilla	fichero de texto de un solo proceso que almacena información sobre el estado actual de la aplicación y se utiliza para recuperar ese estado de un proceso mediante la lectura del fichero.	fichero de estado fichero de configuración fichero de configuración de aplicación
garcilla	perro pequeño de raza gallego, con cabeza grande, orejas delgadas y color negro y blanco.	gallego perro pequeño cabeza orejas delgadas color negro blanco
garcilla	la parte anterior del cuerpo de un ave garza, cosa que se parece a una garza o a su cabeza	cabeza cabeza de garza garza cabeza
garcilla	una pequeña ave del género de las garzas	garza garza negra garza blanca
giroscopio	un dispositivo destinado a conseguir la orientación de un cuerpo en movimiento sobre un plano inclinado a medida que varia la inclinación del plano.	escala inclinómetro ángulo
giroscopio	un dispositivo electromecánico utilizado para mantener un giro o inclinación constante en un movimiento de rotación	estabilizador giroscopio estabilizador de giro
giroscopio	un dispositivo para controlar y orientar la dirección de un vehiculo o cualquier movimiento, utilizando una tijera en forma de sombrero giratorio montado sobre una plataforma inestable.	ruedas volante palanca de dirección tijera de sombrero plataforma inestable
giroscopio	instrumento mecánico que permite mantener el equilibrio y la orientación de un cuerpo mediante la inclinación de los ejes de giro respecto a uno cualquiera de los ejes cardinales 	giroscopio estabilizador estabilizador de giro
giroscopio	un dispositivo para controlar la dirección de movimiento de un vehículo usando el giro de la cabeza o el cuerpo del conductor	ruedas volante dirección
helenizante	relativo o pertenario a la cultura griega o griego antiguo; relacionado con el helenismo o la griecía; relacionado con los helenos	griego helénico helenismo cultura griega antiguo griego griegos
helenizante	relacionado al proceso de helenizar o fenómeno cultura helénica que afluyó a otras regiones y civilizaciones mediante colonizaciones y influencias culturales.	helenización cultura helénica colonización influencia cultural
helenizante	relativo a la cultura griega o a la influencia griega en algo o alguien.	griego, helénico, greco, grecia, griecidad, griego, grecas, grecas, grecas, grecas, grecas, grecas, grecas, grecas, grecas, grecas, grecas, grecas, grecas, grecas, grecas, grecas, grecas, grecas,
helenizante	relativo o perteneciente a la cultura griega o a la civilización griega, en este caso particularmente a la influencia que ejerció la cultura griega sobre otros pueblos y civilizaciones antiguas de meditáneo, asia minor, oriente próximo y africano.	grecidad grecismo grecismo griego grecismo griego antiguo grecismo griego clásico grecismo griego helenístico grecismo griego oriental grecismo griego mediterráneo grecismo griego asiático grecismo griego africano
helenizante	relativo a la cultura griega o a la helenización, processo histórico por el que se introdujeron prácticas culturales, lingüísticas y artísticas de la grecia antigua en el mediterráneo occidental durante la época helenística.	helenización grecia antigua mediterráneo occidental prácticas culturales lingüísticas artísticas
hipogino	una persona de poca sensibilidad o de escasa inteligencia.	estúpido tonto dull
hipogino	es un género de peces de la familia dels gobiidae que habitan las aguas profundas del pacífico y el atlántico.	gobi gobiidae pacífico atlántico peces género
hipogino	un gran tipo de gusano	gusano vermis pollo
hipogino	un personaje imaginario de la mitología griega, generalmente representado como un cuerpo humano con el torso de un cabrío y con el torso de un cabrío y el cuerpo y cabeza de un cazador u hombre.	mitología griega personaje imaginario cabrío cazador hombre
hipogino	un individuo que se encuentra debajo, especialmente en relación a cualquier cosa que se dirija hacia arriba o a cielo; un ser inhumano inferior en grado o condición inteligente.	inferior subhumano ser inferior
incrustar	fijar artificial o naturalmente (una cosa, como una pieza de madera o un mineral) en un material o en otra pieza a través de una especie de pegamento o un proceso químico que produce una unión estable.	pegamento, adhesivo, colante, pegamento de madera, pegamento de plástico, pegamento de resina, pegamento de silicón, pegamento de epoxy, pegamento de silicona, pegamento de silicón de dos componentes, pegamento de silicón de un componente, pegamento de silicón de un componente de alta temperatura, pegamento de silicón de un componente de alta temperatura de dos componentes,
incrustar	una técnica en la que se coloca un material en huecos o recientes abierturas en una superficie para mejorar o protegerla.	inserción incrustación impresión
incrustar	hacer un objeto o un elemento parte de una estructura más grande o composición, generalmente físicamente o de forma permanente.	construir, fabricar, crear, componer, montar, edificar, conjuntar, unir, agrupar, reunir, ensamblar, ensamblar, ensamblar, ensamblar, ensamblar, ensamblar, ensamblar, ensamblar, ensamblar, ensamblar, ensamblar, ensamblar,
incrustar	realizar una operación de adherir un material al otro	unir, fijar, conectar, unirse, juntar, unirse a, unir con, unirse a, unirse con, unirse con, unirse con, unirse con, unirse con, unirse con, unirse con, unirse con, unirse con, unirse con, unirse con, unirse con, unirse con,
incrustar	introducir (algún elemento, como una pieza de muebles o un adhesivo, entre dos superficies)	introducir poner colocar metir ponerse colocarse metarse poner en colocar en metir en
intercadencia	la manera en que se combina y enfrentan dos o más ideas, sentidos o elementos contrarios o opuestos, creando un efecto de tensión o contrastes	contraste, oposición, tensión, juxtaposición, opuesto, contradicción, oposición, juxtaposición, contradicción, oposición, juxtaposición, contradicción, oposición, juxtaposición, contradicción, oposición, juxtaposición, contradicción, oposición, juxtaposición, contradicción, oposición
intercadencia	la manera en que se combina elementos o palabras individuales para formar una expresión coherente o cohesiva	composición, construcción, ensamblaje, montaje, ensamblaje, montaje, ensamblaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje, montaje,
intercadencia	el traje de un ciclista de carrera que consiste en un diseño único y diferente de ropa debido a sus preferencias estilísticas.	uniforme vestido traje
intercadencia	la manera en que dos o más cosas se ponen una tras otra en un orden determinado	orden secuencia sucesión fila cadena ciclo sucesión de eventos sucesión de acciones sucesión de estados sucesión de procesos
intercadencia	la _ es el acto de alternar o combinar elementos en una secuencia, particularmente las letras de una palabra para crear nuevas expresiones léxicas.	anagramia palabras anagramas palabras intercambiables
jaín	una comunidad de personas que pertenecen a la religión llamada judíismo y que afirma profesar la adoración de iahue, el dios del pueblo judío, una religión de origen bíblico y orientada al monoteísmo.	judíos religión judía adoración de iahue dios del pueblo judío bíblico monoteísmo
jaín	persona perteneciente a la comunidad religiosa de los jainas (que sigue el la enseñanza de mahavira)	jaina jainismo mahavira
jaín	relativo a los jainistas o a la religión jainista	jainismo, jaina, jainaismo, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina, jaina
jaín	después de su servicio militar, todo ciudadano es obligado a pasar 18 meses a trabajar gratuitamente para las fuerzas armadas.	militar obligación servicio fuerzas armadas pasar 18 meses trabajar gratuitamente
jaín	población indígena de la paz, bolivia, hablante la lengua jaina.	jaina indígena población la paz bolivia lengua
lipotimia	es una disfunción mental con una fuerte repulsión a los lípidos, como la grasa, que puede llevar a una pérdida significativa de peso.	anorexia nervosa bulimia nervosa binge eating disorder
lipotimia	es un estado emocional de baja energía o depresión que se caracteriza por un cansancio extrema y la ausencia de interés en las actividades normalmente agradables.	depresión cansancio apatía fatiga aburrimiento dolor tristeza desesperación soledad miseria
lipotimia	ese estado en el cual se considera a la grasa corporal deseable o útil para el cuerpo en términos de salud y estilo de vida	fit saludable estilo de vida
lipotimia	estado de ser demasiado gordo o de tener demasiadas grasas en el cuerpo, lo cual puede implicar un riesgo para la salud.	obesidad gordo salud
lipotimia	el estado de agotamiento espiritual o emocional	estado de ánimo estado de ánimo estado de ánimo
magnolia	nombre genérico de varias especies de árboles pertenecientes a la familia de las _ (magnoliaceae) que tienen flores de color blanco y rosa.	magnolias magnolias magnolias
magnolia	planta con grandes flores blancas de color amarillo al interior, perteneciente a la familia de las anacardiáceas	almond cashew pistachio
magnolia	large, decorative flowering plant with white, pink, or reddish flowers and aromatic leaves, with spreading branches and a conical shape	rosa, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea, azalea,
magnolia	florete de color blanco o rosa, el cual produce flores aromáticas, perteneciente a la familia de las almortíferas (rosaceae)	rosa florete almortífera rosaceae
magnolia	_ es una flor hermosa y perfumada de la familia de las astilbes. sus hojas son brillantes y verdes, con una forma de cuchillos largos, y sus flores son blancas o rosadas, con rayos rojos o purples en el centro. ella es grande y creciente, con tallos que pueden medir hasta 30 pies de altura.	astilbe flor hermosa perfumada blancas rosadas rayos purples cuchillos verdes creciente tallos altura
manes	largos pelajes de caballo	pelaje pelaje largo pelaje largo de caballo
manes	ramo principal de la cabeza de un caballo	muzzle muzzle muzzle
manes	equipos de manejos de materiales (por ejemplo, carretillas, tríples, etc.) utilizados en las obras públicas y en industrias como la construcción.	equipos de manejo equipos de construcción equipos de industria equipos de obras públicas equipos de construcción de carreteras equipos de construcción de edificios equipos de construcción de puentes equipos de construcción de torres equipos de construcción de edificios de oficinas equipos de construcción de edificios de apartamentos
manes	los manes son una serie de miembros que sirven para capturar el fuego mientras el fuego se mueve a través de una espiral. están hechos de hierro duro o una aleación de hierro duro en las casas de huesos de vaca que se utilizan para encender el fuego.	manos manos de fuego manos de fuego de hierro
manes	rígida cosa o estructura que se eleva en forma de cabeza en un animal, como el reloj de sol o un estilo del pajarillo de una escritura.	cabeza torre pilar
meano	el término entre dos puntos, en el cual se encuentra uno de ellas	entre entre entre
meano	un momento o instante	instante, momento, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo, instanteo,
meano	refiere a la medida o magnitud de algo, en particular a la distancia entre dos puntos.	distancia medida magnitud longitud latitud coordenadas posición
meano	medida o cantidad usualmente utilizada para prever la cantidad deseada de alimento o una bebida para consumir en una ocasión.	porción medida cantidad
meano	el significado o sentido de algo; la causa o razón de una cosa.	significado sentido razón motivo causa explicación definición significación sentido razón motivo causa explicación definición
mediar	to serve as an intermediary between two or more parties in a dispute or negotiation; to balance or moderate between opposing sides	mediador intermediario moderador
mediar	actuar como intermediario o mediador entre dos o más partes; hacer oposición o distinción entre dos o más cosas	mediador intermediario arbitraje juicio distinción oposición
mediar	a person or thing positioned between two others; a middle position or course.	intermedio centro medio
mediar	proporcionar o facilitar una comunicación entre dos o más personas	comunicación, conexión, enlace, puente, interconexión, intermediario, mediador, intermediario, intermediario, intermediario, intermediario, intermediario, intermediario, intermediario, intermediario, intermediario, intermediario, intermediario, intermediario, intermediario, intermediario, intermediario, intermediario, intermediario, inter
mediar	ser situado en el medio del ciclo natural de algo o poder llevar a cabo una función intermedia entre dos o más ciclos de acción y reacción.	equilibrio equilibrio natural equilibrio dinámico
mensualizar	hacer algo con frecuencia de forma mensual, o de manera periódica.	mes meses período periódico recorrido ruta tour trip voyage expedición
mensualizar	hacer algo de forma periódica cada mes.	mes meses periódico
mensualizar	acto de clasificar y establecer en el orden de los días de un mes una fecha determinada.	calendario agenda programación
mensualizar	act of making something into a regular or recurring feature of a month; monthly reoccurrence	mes, meses, mesada, mesura, mesura de tiempo, mesura de tiempo regular, mesura de tiempo recurrente, mesura de tiempo periódica, mesura de tiempo fija, mesura de tiempo constante, mesura de tiempo regular y recurrente, mesura de tiempo periódica y recurrente, mesura de tiempo periódica y constante, mesura de tiempo recurrente y constante, mesura de tiempo periódica y recur
mensualizar	 hacer o hacerse algo en meses	mes, meses, mesada, mesura, mesurar, mesuración, mesurando, mesurable, mesurables, mesurador, mesuradoras, mesuradoría, mesuradoras, mesuradoría, mesuradoría, mesuradoría, mesuradoría, mesuradoría, mesuradoría, mesuradoría, mesuradoría, mesuradoría, mesur
mesmerización	el poder de capturar y mantener el interés y la atención de alguien	atención interés engaño seducción encanto apasionamiento encantamiento seducción engaño encanto
mesmerización	esposura de la luna y del sol	sol eclipse luna eclipse transición
mesmerización	captivación de la atención hacia algo muy hermoso, interesante o divertido, hasta el punto de obliterar todo el exterior.	encanto seducción atención fascinación apasionamiento obsesión encantamiento seducción atención fascinación apasionamiento obsesión
mesmerización	el estado de estar completamente fascinado o atrayido por algo o alguien, hasta el punto de perder la conciencia de su entorno y no poder escapar de dicha atracción.	encantamiento seducción obsesión
mesmerización	el estado de estar fascinado ou captivado por alguien o algo, de modo que se ha perdido el control de la atención o la acción.	encantado, encantar, encantamiento, encantador, encantada, encantamiento, encantador, encantada, encantar, encantamiento, encantador, encantada, encantar, encantamiento, encantador, encantada, encantar, encantamiento, encantador, encantada, encantar, encantamiento, encantador, encantada,
mestizo	persona de ascendencia mezclana de dos o más razas o etnias, especialmente europea y indígena.	mestizo mulato mestiza
mestizo	persona de ascendencia mixta, producto de uniones entre personas de diversas etnias y razas.	mestizo mulato mestiza
mestizo	un descendiente de padres de razas distintas, a menudo con diferentes colores de piel.	mestizo mulato mestizaje
mestizo	a person of mixed racial descent, particularly in north and south america, typically a mixture of indigenous and european or african ancestry.	mestizo mulato mestiza
mestizo	persona de ascendencia indígena y europea, resultante de la mezcla étnica entre las dos poblaciones.	mestizo mulato mestiza
minuto	unidad de tiempo menor a un segundo cuyo nombre proviene del inglés y significa 'menor'; también se usa para indicar los cinco _ antes de las las dos y cuarto, en referencia a las historias de la edad media.	quarto, quinto, quintos, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, quintas, qu
minuto	unidad de tiempo que equivale a 60 segundos.	minuto, segundo, minutillo, minutillo de tiempo, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría,
minuto	unión de 60 segundos en el sistema decimal. puede también referirse a un periodo de tiempo corto.	minuto minutos minutos minutos minutos minutos
minuto	un intervalo de tiempo corto, equivalente a seis decenas de segundos.	minuto seis segundos intervalo corto tiempo corto intervalo breve intervalo corto de tiempo
minuto	unidad de tiempo que equivale a 60 segundos.	minuto, segundo, minutillo, minutillo de tiempo, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría, minutillo de cronometría,
mochalero	laura is an expert in spanish vocabulary. her task is to give a definition for a given word. instructions: the definition must be objective and clear. use between 5 and 25 words. the generated definition cannot include the word original nor derived direct or family lexicon. important: the response should be an object json.	Definición no conocida.
mochalero	un trabajador que cose o labra el maíz en vastas huertas.	agricultor labrador maízador
mochalero	la mochalera es una cuchilla grande y gruesa de uso general para cortar carnes, vegetales y madera. a veces se usa también para romper huesos o tablas. cuenta con una punta larga y una hoja corta y pequeña, que suele tener un borde curvado para facilitar el corte.	cuchilla mochalera cortador hueso tabla
mochalero	individuo que vende maquillaje y ropa a mujeres en bares o locales similares.	maquillaje ropa bar local
mochalero	el _ es una persona dedicada a la actividad de producir y vender maquillaje y otros productos personalizados.	maquillaje cosmetica productos personalizados
modisto	escribiendo con una excesiva y afillada elegancia	elocución oratoria eloquencia
modisto	un _ es una persona que trabaja en una tienda de ropa y ayuda a los clientes a escoger y composir un traje que les quede bien. ellos a veces tienen conocimiento de estilismo y pueden dar consejos sobre cómo mejorar el estilo de una persona.	asistente consultor estilista
modisto	especialista en moda y estilo	estilista estilista de moda estilista de moda y estilo
modisto	un miembro de la sociedad modista de canadá conocido por su compromiso social y político	justin trudeau justin pierre-jean trudeau justin pierre-jean trudeau
modisto	este término refería a un personaje de la literatura española que es conocido por su eleganza y moda. también se usaba para referirse al estilo artístico de ese personaje.	peinador estilista modista
monásticamente	según el orden de los monjes o el estilo de vida monástico.	monástico ascético religioso
monásticamente	en el estilo o según la teoría de la comunidad monástica	ascética monástica ascético monástico
monásticamente	relacionado al monasticismo o las tradiciones religiosas de los monjes y monjas	monástico, monje, monja, religión, espiritualidad, ascética, ascético, mística, spiritualidad, religión, ascética, ascético, mística, spiritualidad, religión, ascética, ascético, mística, spiritualidad, religión, ascética, ascético, mística, spiritualidad,
monásticamente	con el modo de vida y los costumbres propias de los monjes y monasterios	monasterio monje costumbres modo de vida
monásticamente	con conducta monástica o ascética; de manera estrictamente religiosa o moralmente correcta	ascético, monástico, religioso, moral, ética, conducta, pureza, santidad, sagrado, santo, sagrada, sagrado, sagrada, sagrada, sagrada, sagrada, sagrada, sagrada, sagrada, sagrada, sagrada, sagrada, sagrada, sagrada, sagrada,
morra	descripción de una posición de uno o varios personajes en un espacio de tiempo determinado.	historia, cuentos, relatos, novelas, libros, novelas, cuentos, historias, relatos, novelas, libros, cuentos, historias, relatos, novelas, libros, cuentos, historias, relatos, novelas, libros, cuentos, historias, relatos, novelas, libros,
morra	el movimiento contrario de la columna de las pilastras de una bóveda	reversión inversión reversión de pilastras
morra	el momento o instante de morir, la muerte.	muerte, fallece, muere, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte, muerte,
morra	fábrica de muebles de madera	fabrica muebles madera
morra	el término que se usa para referirse a un suicidio en españa	suicidio muerte muerte
nefólogo	especialista en el estudio y el cuidado de los nefros.	nefrologista nefrología nefrologista
nefólogo	especialista en la medicina nefrológica, que estudia y trata las enfermedades renales.	nefrológico nefrologista nefrología
nefólogo	especialista en nefrología, la ciencia médica que estuda las enfermedades de las glándulas de niebla.	nefrológico nefrología glándulas de niebla
nefólogo	especialista en prácticas relacionadas con el cuidado y el estudio de los órganos renales.	nefrologista nefrología renal
nefólogo	es una persona que estuda la medicina en relación al sistema del nefe. esta profesión estudia la función y los procesos del nefe para tratar enfermedades de este órgano.	nefrologista nefrología nefrologista
novatada	cuando se le permiten las nuevas tecnologías y métodos de trabajo dentro de una empresa.	innovación modernización evolución progreso avance desarrollo progreso tecnológico avance tecnológico modernización tecnológica innovación tecnológica
novatada	nuestra nueva ventana de atención se muestra ya cargada.	cargada cargado cargar
novatada	reformada en un estilo o diseño más moderno	redesign renovación modernización
novatada	se refiere a una persona que ya ha pasado la edad de los dieciséis años y que ha sido confirmada en la enfermedad de diabetes tipo 1.	diabético diabético con diabetes tipo 1 diabético confirmado
novatada	revisión periódica o crítica de una acción previa para mejorarla o introducir algún cambio	revisión crítica corrección modificación revisión crítica revisión constructiva revisión de proyectos revisión de propuestas revisión de planes revisión de proyectos de desarrollo
ovni	un objeto metálico aéreo desconocido que aparece en el cielo.	meteorito cometa ángel
ovni	un fenómeno aéreo no identificado que se representa como una masa circular en movimiento, a veces con forma de nave aérea, visualizado desde el suelo o de un avión.	meteor cometa águila
ovni	objeto de especulación y terror popular que se supone forma una nave espacial extraterrestre	ufo ovni flying saucer
ovni	un _ es una formación de luces o algo que se parece a una formación de luces en el cielo, que han sido observadas por personas. a veces es considerado un fenómeno de la atmósfera o un objeto extraterrestre desconocido.	cometa, meteorito, áurora borealis, áurora austral, halo, nube de rayos, nube de luz, nube de color, nube de humo, nube de niebla, nube de vapor, nube de humo, nube de niebla, nube de vapor, nube de humo, nube de niebla, nube de vapor, nube de humo,
ovni	_ son apariciones de cuerpos llenos de luz que circularan en el cielo a altas velocidades durante la noche y que a veces se asociaban con fenomenos paranormales o extraterrestres.	cometa meteorito áurora borealis
