word	definition	predicted_words
núcleo	el punto central de un objeto, el punto de concentración de la masa. es la parte más interna de un objeto.	core centro
coger	tomar de vez, apoderarse o asistir a algo con fuerza y rapidez	rapido fuerte swift celerado
coger	tomar sin fuerza, quitar de alguien o algo, o mantener algo en su lugar por medio de una fuerza.	suave delicado fuerzoso
coger	sacar con fuerza un objeto del lugar donde se encuentra, generalmente por el pelo o una parte del cuerpo. o llevar consigo un objeto de manera irresistibly.	extraer sacar llevar
coger	sacar con fuerza, llevar consigo o sujetar por el fuerza	empujar tizar mover
coger	sacar de alguien o algo con fuerza, desplazar o trasladar con violencia	empujar sacar mover
completamente	en un estado _ diferente de lo que se espera o de lo que se podría esperar en ese contexto.	anormal extraño inesperado
completamente	de manera plena, total, sin ninguna excepción, de forma completa	completa total plenaria
completamente	en totally, de manera completa, por completo, sin excepciones	completa total integral
completamente	en completo grado, totalmente, sin ningún defecto o imperfectly	perfecto completo incompleto
completamente	en completo estado, completo, sin falta de nada	completo
madrileño	perteneciente o relativo a madrid, la capital de españa.	la definición no se ajusta a la pregunta, por lo que no se pudo encontrar la respuesta.
madrileño	perteneciente o relativo a madrid, la capital de españa.	la definición no se ajusta a la pregunta, por lo que no se pudo encontrar la respuesta.
madrileño	perteneciente a madrid, la capital de españa, o que exhibe características de la cultura de madrid.	la definición no contiene palabras que se asocien con madrid o la cultura de madrid, por lo que no se pudo encontrar la respuesta.
madrileño	persona que nació o vive en madrid, la capital de españa.	la definición no contiene palabras que se asocien con madrid, por lo que no se pudo encontrar la respuesta.
madrileño	perteneciente o relativo a madrid, la capital de españa.	la definición no se ajusta a la pregunta, por lo que no se pudo encontrar la respuesta.
propietario	persona que poseciona o tiene la propiedad de algo	dueño propietario titular
propietario	persona que posee o tiene la propiedad de un bien, generalmente un propiedad de un propiedad o un objeto	dueño propietario titular
propietario	persona que posee un activo o un bien, ya sea de forma individual o colectiva	propietario dueño titular
propietario	persona que posee un activo o una propiedad, generalmente el mismo de manera individual	propietario dueño titular
propietario	persona que posee o controla un bien, incluyendo propiedades y activos	dueño propietario titular
recientemente	en el tiempo reciente, cercano en el tiempo actual	actual actualizado actualidad
recientemente	en el tiempo reciente, poco tiempo atrás	reciente actual nuevo
recientemente	en el tiempo que se lleva a cabo o muy _	instantáneo
recientemente	_, en el último tiempo, _	bolígrafo pluma estilográfica
recientemente	en el último tiempo, _, en los últimos tiempos	Definición no conocida.
roca	solididad natural de piedra que se forma en los terrenos terrestres, generalmente de composición volcánica.	piedra roc magma
roca	solidaria de estructura natural, generalmente de piedra, con una superficie irregular que no se puede talar fácilmente.	roca pedra
roca	portuguesa de alto contenido de hierro, que se utiliza como material de construcción de edificios y estructuras.	la definición no contiene palabras que se asocien con el material de construcción de edificios, por lo que no se pudo encontrar la respuesta.
roca	solidaria, impermeable natural de origen volcánico o sedimentario, que se utiliza como material de construcción.	roca piedra cemento
roca	solidaria, impermeable al agua, generalmente de origen volcánico, que se utiliza como material de construcción o como decoración.	basalto
dependencia	estado de estar relacionado o aferado por otro objeto, generalmente por necesidad o costumbre.	vinculación relación afección
dependencia	estado en el que se relies o se dependence sobre algo o alguien para funcionar o sobrevivir.	dependencia depuración dependiencia
dependencia	estado en el que se ajusta el comportamiento o el rendimiento de una persona o grupo a otro objeto, generalmente por fuerza o amenaza	coersión manipulación control
dependencia	estado en el que se requiere la presencia de otra cosa para ser funcional o completo	complemento accessoria complemento
dependencia	estado en el que se requiere la presencia de algo, alguien o alguien para completar una tarea o actividades. es una situación en la que la compleción de una acción depende de la acción de otro.	dependencia condición estado
elegir	seleccionar una opción entre varias, generalmente por preferencia o juicio	elección opción elección
elegir	seleccionar de un grupo de opciones el que se ajusta mejor a un fin o propósito	opción elección opción
elegir	seleccionar entre dos o más opciones, generalmente de manera voluntaria o libre de cualquier influencia	opcion elección opción
elegir	seleccionar voluntariamente una opción de entre varias, generalmente por preferencia o según criterios específicos.	elección opción elección
elegir	seleccionar voluntariamente un elemento de un grupo de elementos, generalmente por su calidad o características.	elección opción cargo
despacho	espacio de trabajo privado dentro de un edificio, generalmente utilizado por profesionales o empresarios. es un espacio dedicado a trabajar de forma individual o en grupos, aunque no necesariamente relacionado con el conocimiento o la resolución de problemas.	escritorio
despacho	espacio físico donde se realiza la labor oficial de un empleado o ejecutivo	no hay palabras que encajen con la definición de espacio físico en español que se podrían encontrar en el texto.
despacho	espacio físico utilizado por un individuo o grupo de individuos para trabajar en un ambiente controlado, generalmente en un edificio de oficinas.	escritorio mesa descargue
despacho	espacio físico donde se realizan las actividades de trabajo, especialmente en el ámbito empresarial.	la definición no se ajusta a la solicitud de encontrar palabras que se definan con la palabra escritorio. la definición se refiere a un espacio físico, no a instrumentos de escritura.
despacho	espacio físico donde se realiza la labor de gestión o dirección de una organización en particular	oficina sala espacio de trabajo
salvar	transferir datos o información a un lugar seguro para que pueda ser recuperada en el futuro.	almacenamiento depósito memoria
salvar	transferir datos de un dispositivo a otro, generalmente en un orden específico	transferencia migración translado
salvar	transportar o trasladar algo a un lugar determinado, generalmente por medio de transporte o movimiento	transportar trasladar mover
salvar	llevar a un lugar seguro o proteger de daño o pérdida	conservar protegir guargar
salvar	transportar a un lugar seguro o proteger de daños	protegir conservar guarantar
variedad	conjunto de características, formas o cualidades que distinguen un objeto de otros objetos de la misma especie	carácter propiedad distinción
variedad	número de diferentes elementos o individuos que se derivan de un mismo origen	derivados subproductos variaciones
variedad	número de elementos en un grupo, conjunto o colección que se distinguen por sus características, propiedades o cualidades	grupo conjunto colección
variedad	el conjunto de características que distinguen a un individuo o grupo de individuos de otros	identidad carácter distinción
variedad	número de elementos o individuos que se pueden diferenciar entre sí por un conjunto de atributos o por la presencia de diferentes características.	conjunto grupo agrupación
adoptar	situarse en un determinado lugar por el movimiento de un objeto o persona sobre una superficie	ubicarse localizarse situarse
adoptar	ser taker de un objeto o persona, generalmente por fuerza o por necesidad	no se encontró ninguna palabra que encajen con la definición en el texto.
adoptar	tomar a alguien como propio, generalmente con el fin de usarlo en su propio beneficio o para obtener algún favor	usurpar apropiar posesionarse
adoptar	ser verfüado por el atractivo de algo o alguien, sin tener en cuenta las consecuencias	captivación atracción encantado
adoptar	ser taker de un objeto o de alguien, de manera voluntaria	voler ser taker
tienda	espacio comercial donde se vende productos o servicios. puede ser físico o virtual.	tienda centro comercial mercado
tienda	espacio físico donde se vende producto a los consumidores, generalmente en el sector minorista.	tienda centro comercial punto de venta
tienda	espacio físico donde se vende mercancía, especialmente productos de consumo	tienda mercado centro comercial
tienda	espacio físico donde se vende productos o servicios a los consumidores, generalmente por un precio de venta.	tienda centro comercial mercado
tienda	local comercial donde se vende una amplia variedad de productos o servicios.	no se encontró ninguna palabra que encajen con la definición. la definición no se refiere a palabras que se utilizan en el contexto de los negocios.
conservador	que se opone a cualquier cambio o modificación, especialmente en las ideas, costumbres o estructuras sociales.	inerente inmutable perteneciente
conservador	persona que no desea el cambio o la mejora de algo, especialmente en el ámbito político o social	no se encontró ninguna palabra que encajen con la definición en el texto.
conservador	persona que guarda o protege cosas, especialmente objetos o ideas, en su estado actual.	guardián protección
conservador	persona que se opone a los cambios, especialmente en lo que se refiere a la moral, los valores o las costumbres sociales	contrario opuesto hostil revuelto
conservador	persona que no quiere que las cosas cambien y que se opone a cualquier cambio	no hay palabras que encajen con la definición en el texto, por lo que no se pudo completar la tarea.
organizar	colocar en orden, gestionar, ajustar de manera que sea más fácil de encontrar o acceder	organización ordenación clasificación
organizar	grupoar elementos en un orden específico, generalmente para facilitar su localización, uso o visualización	ordenación clasificación secuencia
organizar	arrangear en un orden específico. clasificar, establecer en secuencia o disposición particular.	ordenar clasificar seqüenciar
organizar	dividir y ordenar elementos en un orden específico, generalmente para facilitar su ubicación o uso.	ordenar clasificar priorizar
organizar	situar y ordenar elementos de modo que se faciliten su localización o acceso	organizar situar colocar
dibujo	representación pictórica de objetos, personas o eventos en dos dimensiones, generalmente sobre papel.	raster imagen plantilla
dibujo	obra creada por _ que representa la realidad o una imaginación	obra arte cultura
dibujo	representación pictórica de un objeto, persona o concepto mediante la representación de sus formas y colores en una superficie	imagen figura raster
dibujo	representación pictórica de objetos, personas o eventos en un plano bidimensional	raster imagen plantilla
dibujo	obra de arte lineal creada en dos dimensiones, generalmente sobre un lienzo, utilizando diversos materiales como el lápiz, la agua color, la gouache o la pintura al óleo.	obra de arte pintura dibujado
mezcla	cantidad de elementos o sustancias que se combinan de forma no uniforme, generalmente para formar un único cuerpo o agregado.	mezcla amalgama compuesto
mezcla	interacción de diferentes elementos para formar un todo, generalmente con el fin de obtener un resultado específico.	compuesto estructura mezcla
mezcla	cantidad homogénea de dos o más elementos diferentes, colocados en contacto o en unión de manera que se forma una unidad	mezcla amalgama consumación
mezcla	combining de diferentes elementos o sustancias para formar una sola unidad, generalmente con la intención de obtener una propiedad o característica específica.	mezcla compuesto amalgama
mezcla	estado de un cuerpo de líquido que presenta una distribución no homogénea de sus componentes, generalmente por adición de elementos de diferente composición	heterogéneo
periodo	espacio de tiempo delimitado por dos puntos en el tiempo, en el que se produce un cierto evento o proceso	intervalo tiempo período
periodo	unidad de tiempo comprendida entre dos puntos de tiempo, generalmente en relación con un evento o proceso	tiempo período intervalo
periodo	tiempo específico en el que se produce un conjunto de eventos, circunstancias o actividades. es una unidad de tiempo con un comienzo y final determinados.	tiempo período cronología
periodo	un tiempo determinado, generalmente de duración fija, en el que se lleva a cabo una actividad o se alcanza un objetivo.	tiempo período cronología
periodo	tiempo determinado en el que se produce un evento o se realiza una acción.	tiempo hora minuto
geografía	la ciencia que estudia la tierra, incluyendo su superficie, atmósfera, aguas y el clima. la _ se subdivide en diferentes campos, como la física de la tierra, la climatología, la hidrología y la geomática.	geología
geografía	el estudio de las características y distribución de la tierra, incluyendo su superficie, atmósfera, agua y vida	la definición no contiene palabras que se asocien con el estudio de la tierra, por lo que no se pudo encontrar la respuesta.
geografía	el estudio de la tierra, incluyendo la distribución de los ríos, montañas, valles, clima, flora y fauna. también puede referirse a un conocimiento de los lugares.	cartografía geología topografía
geografía	la _ es el estudio de los lugares, incluyendo sus características físicas, como la altitud, la posición, el clima y la vegetación, así como sus características humanizadas, como la población y la cultura.	cartografía
geografía	el estudio de la tierra, incluyendo la superficie, atmósfera, aguas y subsuelo	la definición no contiene palabras que se asocien con el estudio de la tierra, por lo que no se pudo encontrar la respuesta.
entregar	transferir algo a alguien, generalmente por medio de un camino, o _ algo a alguien con el fin de que éste lo tenga o utilize	transportar mover transladar
entregar	transferir algo de una persona a otra, generalmente por medio de entrega física o por cualquier otro método.	transferir transfirir mover
entregar	transportar algo a un lugar determinado, generalmente por medio de transporte o envío.	transporta traslada contiene
entregar	transferir algo a alguien, generalmente por medio de entrega o envío.	transferir transcribir enviar
entregar	transferir algo a alguien, generalmente por medio de un movimiento o transporte.	transferir mover transportar
moda	estilo de vestir de una persona, incluyendo la selección de prendas, accesorios, somehow y altogether	la definición no contiene palabras que se asocien con el estilo de vestir, por lo que no se pudo encontrar la respuesta.
moda	estilo de vestir, incluyendo prendas, accesorios, hairstyle y beside la forma de los cuerpos	no hay palabras que encajen con la definición de estilo de vestir en el texto, por lo que no se pudo completar la tarea.
moda	manera de vestirse, incluyendo el uso de prendas, acessorios y estilos de elementos de estilo	vestimenta prenda acessorios
moda	la _ es el comportamiento relacionado con la elección de prendas de vestir, laaccesorios, la hairstyle y la estética de un individuo.	la definición no contiene palabras que se asocien con el comportamiento de elección de prendas de vestir, por lo que no se pudo encontrar la respuesta para la solicitud.
moda	tendencia en el vestir de las personas. se refiere a la última creación en diseño de prendas de vestir, incluyendo el estilo, las telas, los materiales, las formas y los colores.	la definición no contiene palabras que se asocien con la tendencia en el vestir, por lo que no se pudo encontrar la respuesta.
festival	evento festivo con actividades como música, baile, juegos, comidas y bebidas	fiesta baile parada
festival	evento festivo con música, danza, juegos y platos especiales	fiesta bañada carnes
festival	evento festivo con música, bailes, juegos y comidas, normalmente organizado en un lugar abierto al aire libre.	fiesta ceremony party
festival	gran fiesta en honor de un patrón, dioses o ocasión festiva, con espectáculos, danzas, comidas y bebidas.	fiesta banquet celebración
festival	evento festivo con música, bailarinas, juegos y platos de comida	fiesta baile parada
colonia	grupo de individuos que viven en un mismo lugar, generalmente bajo la dirección de un líder	grupo bandera ejército
colonia	grupo de organismos de la misma especie que viven en el mismo lugar	colonia grupo bandada
colonia	grupo de individuos que habitan en una misma región bajo la autoridad de un líder único.	tribe clan bandera
colonia	grupo de individuos de la misma especie que viven en un mismo lugar, bajo la dirección de un líder.	grupo bandera ejército
colonia	grupo de individuos de la misma especie que viven en la misma región o bajo la misma dirección, en condiciones de organización social.	grupo bandera ejército
taza	objeto usado para beber líquido, generalmente formado de vidrio, cerámica o metal. puede ser caliente o fría.	 vaso jar gobleta
taza	utensilo de cerámica usado para beber líquidos, generalmente café o té, que se ubica en la _ con un vaso. es generalmente pequeño, con un asa para llevarlo y una base amplia para estabilizar en la mesa.	la definición no contiene palabras que se asocien con instrumentos de escritura, por lo que no se pudo encontrar la respuesta para la solicitud.
taza	objeto contenedor de líquido, generalmente utilizado para beber café, té o bebidas frías. es una pieza de cerámica con un asa en el centro y un recipiente alargado.	vaso jar goblete
taza	objeto contenedor de líquido, generalmente realizado en cerámica, con una asas circular superior.	vaso jar recipiente
taza	vaso de cerámica con un asa para llevar líquidos, generalmente café o té. es un recipiente portátil y generalmente de color oscuro.	vaso jar cerámica
coste	precio de compra o venta de un bien o servicio, generalmente en dinero. es una cantidad de dinero que se cobra por el uso de un bien o servicio.	precio valor costo
coste	valor económico de un artículo o servicio, generalmente expresado en dinero	no se encontraron palabras que encajen con la definición de valor económico en el contexto de este texto.
coste	preço, cantidad de dinero que se pide por un servicio o producto.	la definición no contiene palabras que se refaran a precios, por lo que no se pudo encontrar la respuesta.
coste	cantidad de dinero que se pide por el uso de un servicio o producto, especialmente por el transporte de personas o mercancías.	tarifa precio cost
coste	cantidad de dinero que se pide por el uso de un servicio o producto, especialmente por el transporte de personas o mercancías.	tarifa precio cost
príncipe	persona de noble nacimiento, nacido de un padre de nobleza, generalmente un rey, y que heredó el trono.	rey noble
príncipe	un hombre nacido bajo el signo de un rey, normalmente asociado con la nobleza, la riqueza y la protección. no necesariamente un hombre nacido de un rey.	rey nobleza riqueza
príncipe	ennoquecido, fuerte, noble, nacido con un alto grado de nobleza. posee una posición superior en la sociedad.	alto fuerte noble
príncipe	persona que gobierna un país	Definición no conocida.
príncipe	persona que ocupa el puesto de rey de un país	la definición no contiene palabras que se asocien con el cargo de rey, por lo que no se pudo encontrar la respuesta.
seno	organismo sexual femenino ubicado en el pecho	la definición no se ajusta a la pregunta, por lo que no se pudo completar la tarea.
seno	curva natural de la piel que se ubica en el pecho femenino, debajo del cuello.	la definición no se ajusta a la pregunta, por lo que no se pudo encontrar la respuesta.
seno	organismo glandular ubicado en el pecho de las mujeres, responsable de la producción de leche	no hay palabras que encajen con la definición de organismo glandular ubicado en el pecho de las mujeres, responsable de la producción de leche en el español.
seno	forma natural de la piel que se ubica en el pecho femenino, normalmente dos en cada lado del cuerpo	Definición no conocida.
seno	parte inferior del rostro de las mujeres, situada debajo del ojos.	la definición no se ajusta a la pregunta, por lo que no se pudo encontrar la respuesta.
apartado	lugar donde se coloca algo, generalmente para separarlo de otro elemento o grupo de elementos	mesa banca estante
apartado	espacio o lugar separado de otro espacio o lugar, generalmente para recibir una cierta cantidad de personas o cosas.	sala habitación cuarto
apartado	espacio en un lugar o estructura que se utiliza para almacenar objetos o personas.	cuarto casilla almacén
apartado	un espacio físico separado dentro de una estructura para alojar objetos o personas	habitación casa casilla
apartado	espacio reservado dentro de un edificio para un particular uso, como oficinas, tiendas o residencias.	oficina tienda casa
rechazar	detener, evitar, no permitir que algo ocurra	impedir prohibir bloquear
rechazar	restituir algo que se ha tomado o recibido, generalmente por fuerza o en contra de la voluntad	devolución recuperación regreso
rechazar	descartar, _, aloofarse del, o negar	descartar alfarzar afocar
rechazar	repudiar, _, desanimar, pulsar o demorar el avance de alguien o algo	la definición no contiene palabras que se asocien con el rechazo o la desanimación, por lo que no se pudo encontrar la palabra adecuada para la definición.
rechazar	negar, descartar, obtener un rechazo o no aceptar	negar descartar obtener rechazo
mejora	el proceso de hacer algo mejor, de hacerlo más perfecto o de hacerlo de manera más eficaz	mejorar perfeccionar optimizar
mejora	el proceso de hacer algo más perfecto, bueno o eficaz. puede referirse a un cambio en el estado de algo, o a la acción de mejorar un objeto o proceso.	perfeccionar mejorar refinar
mejora	proceso de hacer algo más bueno, completo o perfecto	mejorar refinar perfeccionar
mejora	agotamiento, aumento, mejoramiento de algo, generalmente por medio de un esfuerzo o acción.	mejorar fortalecer ampliar
mejora	cualquier cambio que haga que algo sea más bueno, más fuerte, más claro, más completo o más perfecto	mejora mejoración refuerzo
terrible	encroquecedor, mal, horrible, muy malo	no hay palabras que encajen con la definición de mal en español.
terrible	muy mal, muy userserviceible, unbearable	la definición no contiene palabras que se asocien con la escritura, por lo que no se pudo encontrar la respuesta.
terrible	extrememente mal, horrible, muy interferente, poco tolerable, horrible, atroso, dañino	mal horrible interferente poco tolerable
terrible	muy mal, muy pobre, horrible, muy incómodo, poco tolerable, miserable	la definición no contiene palabras que se asocien con el mal, por lo que no se pudo encontrar la respuesta.
terrible	extremo, horrible, poco tolerable, muy mal	no hay palabras que encajen con la definición de extremo en el contexto de la pregunta.
usuario	persona que utiliza un sistema, servicio o producto en línea	no se encontraron palabras que encajen con la definición de persona que utiliza un sistema, servicio o producto en línea.
usuario	persona que utiliza un servicio o producto, especialmente en el contexto de una computadora o red.	usuario
usuario	persona que utiliza un cierto servicio o sistema, especialmente una red de ordenadores.	la definición no contiene palabras que se asocien con personas que utilizan un servicio o sistema. no se encontró ninguna palabra que encaje con la definición.
usuario	persona que utiliza un servicio o sistema, especialmente en el contexto de las tecnologías de la información.	usuario
usuario	persona que utiliza un servicio o producto, especialmente en línea	usuario cliente cliente
traje	prenda de vestir que se coloca en el cuerpo entero o en una parte del cuerpo. puede ser de cualquier material, pero generalmente se fabrica en prendas de vestir. el _ suele ser usado para ocasiones especiales o como part de un disfraz.	prenda vestido
traje	prenda de vestir que se coloca encima del cuerpo, generalmente usado para ocasiones especiales o clima frío.	vestido
traje	prenda de vestir que se coloca sobre el cuerpo, generalmente para un evento especial	vestido
traje	prenda de vestir que se coloca en el cuerpo entero para cubrirlo, generalmente de no casual.	prenda cascarón habille
traje	prenda de vestir completa de diversas prendas, generalmente usada en eventos especiales o ocasiones formalities.	vestido
ilusión	ficción o percepción errática de objetos, eventos o personas que no existen o no se corresponden con la realidad	ilusión fanatismo sopño
ilusión	sensación perceiving de objetos o eventos que no existen o que no se correspondan con la realidad	la definición no contiene palabras que se asocien con la percepción sensorial, por lo que no se pudo encontrar la respuesta para la solicitud.
ilusión	noción errática y inconsistente de realidad, que deriva de una percepción incorrecta de las cosas.	la definición no contiene palabras que se asocien con la realidad, por lo que no se pudo encontrar la respuesta.
ilusión	fenómeno perceptual que engaña la percepción de objetos o eventos con la realidad, creando una sensación de presencia o participación incorrecta.	ilusión hallucination mirage
ilusión	sensación subjetiva de un objeto que no corresponde a la realidad	la definición no contiene palabras que se asocien con la sensación subjetiva, por lo que no se pudo encontrar la respuesta.
productivo	que genera fácilmente un gran volumen de trabajo, productos o servicios. capaz de producir mucho.	potente fuerz potento
productivo	que genera una gran cantidad de algo, especialmente bienes o servicios, en relación con el tiempo o la cantidad de trabajo.	generador productor fabricador
productivo	que genera un alto porcentaje de resultados por unidad de trabajo, tiempo o recursos	efectivo potente fuerz vigoroso
productivo	que genera rápidamente un mayor rendimiento o cantidad de algo, generalmente de manera repetitiva o constante.	rapido celerado expedido
productivo	que genera rápidamente una gran cantidad de algo, especialmente bienes o productos.	la definición no se ajusta a la palabra rapido. la palabra rapido se define como que se mueve rápidamente. no hay ninguna palabra en la definición que encajen con la palabra rapido.
nuclear	perteneciente a la energía _, que se deriva de las reacciones _	energética potencial mecánica
nuclear	perteneciente al núcleo de un átomo o de una molécula. 	la definición no contiene palabras que se asocien con el núcleo de un átomo o de una molécula, por lo que no se pudo encontrar la respuesta para la solicitud.
nuclear	perteneciente al núcleo de un átomo o de una molécula	la definición no contiene palabras que se asocien con el núcleo de un átomo o de una molécula, por lo que no se pudo encontrar la respuesta para la solicitud.
nuclear	perteneciente al núcleo de un átomo. en relación con el núcleo de un átomo, se refiere a las estructuras o partículas que se encuentran en su centro.	nucleo core
nuclear	perteneciente al núcleo de un átomo o de una molécula	la definición no contiene palabras que se asocien con el núcleo de un átomo o de una molécula, por lo que no se pudo encontrar la respuesta para la solicitud.
secretaría	espacio donde se realiza la administración de una organización o empresa. es el centro de la gestión de actividades, operaciones y comunicaciones.	oficina centro de administración sede
secretaría	organismo que cumple funciones administrativas para una organización, generalmente relacionadas con el manejo de documentos, la atención al público y la coordinación de actividades.	organismo administrativo documentos coordinación
secretaría	organismo que ofrece servicios de apoyo y asistencia en diversas áreas de una organización, como gestión de proyectos, control de calidad o atención al cliente.	organismo servicio apoyo servicios
secretaría	lugar donde se realiza la gestión de las actividades de una organización. es el centro de la administración y control	oficina centro de administración sede
secretaría	el departamento de un gobierno o empresa que se encarga de gestionar las actividades de apoyo a las operaciones de gobierno o empresa, como la organización, la planificación, la ejecución y el control de las mismas.	la definición no contiene palabras que se asocien con el tema de la escritura, por lo que no se pudo encontrar la respuesta para la solicitud.
ácido	compuesto químico que contiene una cantidad significativa de protones (iones h+). los _ pueden ser fuertes o débiles.	compuesto ion fuerte débil
ácido	compuesto que presenta una reacción con las bases más vigorosa que el agua, liberando hidrógenos.	compuesto vigoroso hidrógeno
ácido	compuesto que contiene _, generalmente con un alto contenido de hidrógeno. posee propiedades corrosivas y puede ser bastante picante al gusto.	hidrógeno
ácido	sustancia que contiene una cantidad considerable de hidrógeno en su estructura molecular y que tiene un sabor amargo. puede ser débil, como el vinagre, o fuerte, como elchloric _.	la definición no contiene palabras que se asocien con el sabor de las bebidas, por lo que no se pudo encontrar la palabra adecuada para la definición.
ácido	compuesto químico que contiene una cantidad significativa de hidrón (h+). los _ pueden ser fuertes o débiles.	compuesto químico hidrón
tejido	superficie fabricsada con materiales de naturaleza natural, generalmente de fibras vegetales, como el algodón, lalinen o el hombre	superficie natural fibras
tejido	 estructura de fibras o 线 que se utiliza para crear prendas de vestir, tapicería o otros artículos	tela altos lanza
tejido	superficie bidimensional constituida por la interlacement de fibras, que se utiliza para fabricar prendas de vestir, revestimos, cortinas, etc.	tela
tejido	obra textil que se elaboraba en un _ por medios de interlacement de fibras, generalmente de fibras de natural	tela altos paño
tejido	estructura de materiales que se elaboran en una de las seis direcciones, generalmente por el hombre, para ser utilizados en la fabricación de prendas de vestir o para otros fines.	la definición no se ajusta a la pregunta, por lo que no se pudo encontrar la respuesta.
gubernamental	perteneciente al gobierno, al poder ejecutivo de un estado	la definición no contiene palabras que se asocien con el poder ejecutivo, por lo que no se pudo encontrar la respuesta.
gubernamental	que se refiere al poder ejecutivo en un país, especialmente el poder de gobierno de un estado	no se encontraron palabras que encajen con la definición en el texto.
gubernamental	perteneciente al poder ejecutivo o al gobierno de un país	la definición no contiene palabras que se asocien con el poder ejecutivo o el gobierno de un país, por lo que no se pudo encontrar la respuesta.
gubernamental	que se refiere a las funciones que tienen las autoridades en el ámbito político	la definición no se ajusta a la pregunta, por lo que no se pudo encontrar la respuesta.
gubernamental	que se refiere a las actividades del gobierno de un país o estado, especialmente su poder ejecutivo	no hay palabras que encajen con la definición de gobierno en el texto, por lo que no se pudo completar la tarea.
convenir	acordarse con alguien de un punto de vista, opinión o acción. ser de acuerdo con alguien.	acuerdo consentimiento aprobación
convenir	acordarse con alguien, estar de acuerdo con alguien, compartir una opinión con alguien.	acordarse estar de acuerdo compartiar opinión
convenir	acordarse con alguien de algo, estar conforme con algo o alguien	acordarse concurar estar conforme
convenir	de acuerdo con algo, ser proporcionado o dispuesto de algo	de acuerdo ser proporcionado disponible
convenir	ser de acuerdo con, estar conforme con lo que se dice o se hace	accorado conforme aprobado
gana	estado de ser vencedor en una competencia, partido o juego	ganador vencedor campeón
gana	estado en el que se obtiene una cantidad de dinero o bienes, generalmente por el desempeño de un trabajo o por la realización de un servicio	riqueza opulencia prosperidad
gana	es un término coloquial que se usa para describir un encuentro con algo que se considera divertido o sorprendente	sorpresa burlas chiste
gana	el premio que se concede a la persona que gana una competencia o prueba	la definición no contiene palabras que se refieren a premios, por lo que no se pudo encontrar la respuesta.
gana	el premio o el dinero que se recibe por ganar un concurso o una competencia	la definición no contiene palabras que se asocian con premios o dinero, por lo que no se pudo encontrar la respuesta para la solicitud.
honor	feeling de aprecio, respeto y reconocimiento por el valor, la nobleza o la entrega de alguien.	admiración reverencia valor
honor	feeling de aprecio, reconocimiento o respeto por el comportamiento o las cualidades de alguien	admiración apreciación reverencia
honor	feeling de aprecio por el comportamiento, las cualidades o los logros de alguien	no hay palabras que encajen con la definición de sentimento de aprecio en español.
honor	feeling de estima, respeto, apreciación por el comportamiento, las cualidades o el valor de alguien	admiración reverencia valor
honor	feeling de satisfacción personal por el reconocimiento de la propia virtud o la de otra persona. es un concepto social que se refiere a la estimación que se tiene de alguien por sus cualidades, acciones o logros.	la definición no contiene palabras que se asocien con el concepto de satisfacción personal por el reconocimiento de la propia virtud o la de otra persona. por lo tanto, no se pudo encontrar la lista de palabras que encajan con la definición.
placer	estado de satisfacción y bienestar físico o mental, producido por la satisfacción de una necesidad o el disfrute de una experiencia agradable.	satisfacción bienestar estado
placer	sentimento de satisfacción y bienestar físico o mental, generalmente elicited por una experiencia agradable	satisfacción euforia goce
placer	sentimento de satisfacción, bienestar o glee, producido por la experiencia de algo agradable o divertido	satisfacción bienestar glancia
placer	feeling de satisfacción, satisfacción, agrado y contentment	satisfacción agrado contento
placer	feeling de satisfacción, fulfillment, satisfacción con el resultado de un acción o la realización de un objetivo	la definición no contiene palabras que se asocien con la satisfacción, por lo que no se pudo encontrar la respuesta.
continuo	que se extiende sin interrupción, sin límites en el tiempo o espacio	infinito
continuo	que se extiende sin interruption, sin interrupción, en el tiempo	continuo ininterrumpido sin interrupción
continuo	que se extiende sin interruption o que se realiza de forma sucesiva. se refiere a cosas que se llevan a cabo sin interrupción o en un único acto.	continuo sin interrupción sucesivo
continuo	que se extiende sin interrupción, sin límites o continuado en el tiempo o espacio	continuo unlimited extendido
continuo	que se extiende sin interruption, sin caesura o punto final. que se realiza en un único y _ tiempo.	continuo ininterrumpido sin caesura
infantil	relativo a la edad de las niños, caracterizado por la impulsión, la falta de autocontrol y la dependencia de los adultos.	no se encontró ninguna palabra que encajen con la definición en el texto.
infantil	relativo a la niñez o que corresponde a la edad de la niñez	la definición no contiene palabras que se asocien con la niñez, por lo que no se pudo encontrar la respuesta.
infantil	que se refiere a un niño, especialmente en su desarrollo, comportamiento o capacidad intelectual.	no se encontraron palabras que encajen con la definición en el texto.
infantil	que corresponde a una persona joven, normalmente hasta los 18 años, de edad impetuosa y impulsiva, que no se caracteriza por la razón	la definición no contiene palabras que se ajuste a la definición, por lo que no se pudo encontrar la respuesta.
infantil	relativo a la edad de las niños, ligero, varies	infantil ligero variado
griego	perteneciente a la cultura, lenguaje o civilización griegas. mayormente se refiere al idioma _	griego
griego	perteneciente a la cultura, la lengua o la población _	cultura lengua población
griego	perteneciente a la cultura, el lenguaje o la civilización _.	cultura lenguaje civilización
griego	perteneciente a la cultura de los _, o de origen _	cultura origen
griego	perteneciente o relacionado con la cultura, el lenguaje o la gente de grecia	grego cultura grega lingüística griega
escalera	objeto que permite ascender o descender a diferentes niveles de un edificio o estructura	la definición no contiene palabras que se asocien con edificios o estructuras, por lo que no se pudo encontrar la respuesta.
