word	definition	predicted_words
jaín	creyente del jainismo. 	jainista
lipotimia	pérdida de consciencia temporal debido a una reducción de flujo sanguíneo al cerebro, generalmente causada por deshidratación o hipotensión	desmayo síncope
lipotimia	colapso repentino causado por la bajada de tensión arterial y la falta de irrigación sanguínea al cerebro.	derrame cerebral ictus
lipotimia	desmayo provocado por una disminución repentina del flujo sanguíneo al cerebro, a menudo debido a una caída en la presión arterial o un ritmo cardíaco irregular	desmayo hipo síncope
lipotimia	desmayo o pérdida temporal de la conciencia debido a una disminución del flujo sanguíneo al cerebro.	desmayo síncope
lipotimia	desmayo transitorio causado por una disminución repentina de la circulación sanguínea al cerebro, usualmente debido a una caída brusca de la presión arterial	desmayo caída brusca de la presión arterial
magnolia	árbol de grandes flores de color rosa o blanco, que brotan en la cima de sus ramas y cuyos pétalos son fusionados y de apariencia circular.	rosal flor de rosal
magnolia	árbol de gran porte, provisto de una corteza lisa y grisácea y con hojas perennes que nacen a inicios de la primavera. produce grandes flores de color rosa y blanco, de fragancia muy agradable.	árbol perenne flor rosa blanco agradable
magnolia	árbol de tamaño mediano, perteneciente a la familia de las magnoliáceas, que alcanza hasta los 30 metros de altura, con hojas perennes y flores grandes y perfumadas	roble pino ciprés
magnolia	árbol de hoja perenne y de crecimiento lento, de hasta 20 metros de altura, con flores grandes, fragrantes y	de color amarillo.
magnolia	árbol de grandes flores y gran fruto globuloso, de hoja perenne, con hojas alternas y de margen entero, cuya corteza y raíces tienen propiedades medicinais.	árbol de jade árbol de la suerte
manes	término no conocido.	Definición no conocida.
manes	espíritus o	elementos inmateriales
manes	término no conocido.	Definición no conocida.
manes	espíritus de los muertos, especialmente de los fallecidos, en algunas culturas y creencias	fantasmas apariciones espíritus
manes	dedicado a los difuntos de una familia o religión.	cementerio tumba lápida
meano	promedio	promedio media aritmética
meano	el punto medio o central de algo.	medio centro
meano	tipo de contrato bilateral que transfiere la propiedad de un bien inmueble	compraventa cesión donación
meano	significado o interpretación que se le atribuye a algo	interpretación significado
meano	es un promedio no se me	Definición no conocida.
mediar	intervenir en un asunto en el que están involucradas dos o más partes para facilitar un acuerdo o encontrar una solución	mediador facilitador negociador
mediar	intervenir a fin de conciliar posiciones encontradas	mediar negociar conciliar
mediar	(intervenir) como mediador para resolver un conflicto.	mediador
mediar	intervenir para resolver un conflicto o dificultad.	intervenir mediar negociar
mediar	intervenir en una situación para resolver o mejorar un conflicto.	intervenir mediar negociar
mensualizar	el proceso de negociar pagos mensuales más bajos o líneas de crédito adicionales cuando se refinan bienes raíces.	refinanciación refinanciar
mensualizar	_ significa convertir un pago o deuda anual en varios pagos mensuales más pequeños. 	amortización descuento
mensualizar	dividir el pago anual de un producto o servicio en varios pagos mensuales	pago mensual cuota abono
mensualizar	mesuales 	mesuales
mensualizar	_ significa dividir algo en pagos mensuales	pagar en cuotas
mesmerización	estado en que una persona se encuentra temporalmente bajo la influencia hipnótica de un hipnotizador, con una sugestión delirante y una creencia que le hace actuar en consecuencia,	estado de hipnosis trance hipnótico sugestión hipnótica creencia hipnótica
mesmerización	proceso de inducir un estado de trance o hipnosis a través de técnicas de hipnosis o manipulación.	hipnosis trance
mesmerización	efecto hipnótico o de fascinación producido por la mirada, la energía o el tacto	hipnosis fascinación magnetismo personal
mesmerización	condición de estar hipnotizado	hipnosis trance
mesmerización	el proceso de hipnotizar a alguien mediante técnicas de sugestión y manipulación psicológica. 	hipnosis sugestión manipulación psicológica
mestizo	persona de raza mezclada	mestizo mulato multirracial
mestizo	persona de raza mixta, descendiente de padres de diferentes razas o etnias	mestizo mulato zambo
mestizo	un nativo de un lugar es aquel que ha nacido y se ha criado en ese lugar, por lo que tiene un profundo conocimiento de su cultura, tradiciones y entorno.	nativo criado paisano habitante
mestizo	los niños tienen sangre indígena y europea, lo que les hace _.	los niños tienen sangre indígena y europea, lo que les hace mestizos.
mestizo	la mezcla racial de dos étnicas en un _. 	mestizaje.
minuto	unidad de tiempo compuesta por 60 segundos.	segundo minuto hora día semana mes año
minuto	unidad de tiempo menor que la hora, equivalente a 60 segundos	minuto segundo
minuto	una unidad de tiempo equivalente a 60 segundos.	segundo minuto hora día semana mes año
minuto	la palabra _ se puede	la palabra palabra se puede utilizar como sinónimo de instrumento de escritura en el contexto de la escritura con tinta y una punta.
minuto	unidad de tiempo aproximadamente equivalente a 60 segundos.	segundo milisegundo
mochalero	la definición debe ser clara y concisa sin mencionar la palabra _ ni su familia léxica. por lo tanto, se debe buscar el significado y contexto de la palabra, explicando sus características	Definición no conocida.
mochalero	un mochaler es una persona que lleva una mochila con artículos personales y materiales escolares o laborales.	mochila artículos personales materiales escolares o laborales
mochalero	persona que tiene muchos mochas o botes de licor, y los comparte con sus amigos.	mocho botella
mochalero	_ (adjetivo) se refiere a alguien que suele llevar siempre un mocho, y se usará como sinónimo de pordiosero y menesteroso. 	mendigo
mochalero	persona que tiene muchos mocasines.	mocasín persona
modisto	persona que se dedica al diseño y confección de prendas de vestir.	persona que se dedica al diseño y confección de prendas de.
modisto	persona cuya profesión es diseñar y confeccionar prendas de vestir.	persona cuya es diseñar y confeccionar prendas de punto.
modisto	persona que se dedica a la confección de vestidos de alta costura	la persona que se dedica a la confección de de alta costura.
modisto	un _ es un profesional creativo y técnico que se	un _ es un profesional y técnico que se especializa en la realización de proyectos de construcción y edificación.
modisto	"persona dedicada al oficio de sastrería o modistería.
la persona que se dedica al oficio de sastrería o modistería. 
la persona que diseña y confecciona vestuario. 
la persona que trabaja como un sastre creativo y especializado en la industria de la moda. 
un diseñador de modas o un sastre especializado en la creación de ropa personalizada. 
un profesional creativo con habilidades técnicas en la confección de prendas de vestir. 
un experto en la creación de vestuario a medida, con conocimientos en corte, conf"	sastre modista diseñador de modas creativo profesional experto vestuario confección corte confeccionar
monásticamente	"de una manera reservada, solitaria y humilde similar a la vida de los monjes y monjas en sus respectivos conventos.
 
recuerda incluir únicamente entre 5 y 25 palabras en tu respuesta. si necesitas más contexto para la palabra _ y dese"	instrumento de escritura que utiliza tinta y tiene una punta
monásticamente	de forma muy recogida y asceticamente	Definición no conocida.
monásticamente	(de manera solitaria y austera)	la respuesta es que no hay una respuesta.
monásticamente	viviendo en soledad y oración, especialmente siguiendo la regla de una orden religiosa	"la soledad y la oración son dos elementos esenciales en la vida de un monje. la soledad es el tiempo que se dedica a la meditación y la oración,



la soledad y la oración son dos elementos esenciales en la de un monje. la soledad es el tiempo que se dedica a la meditación y la oración."
monásticamente	"la definición para _ no es posible dada en las instrucciones especificas. 
¿desea que añada más detalles no solicitados en la respuesta? 
la respuesta para esta pregunta no incluye las especificaciones necesarias. 
la respuesta ha sido generada en respuesta a la pregunta, por lo que la instrucción no especifica si necesita añadir más detalles"	"la respuesta para esta pregunta no incluye las especificaciones necesarias. 
la respuesta ha sido generada en respuesta a la pregunta, por lo que la instrucción no especifica si necesita añadir más detalles"
morra	juego de azar tradicional, parecido al juego de cartas llamado siete y medio, en el que se apuesta el valor de tres de las cinco cartas que saca el jugador.	póquer cinco siete y medio
morra	lanzamiento de dados para predecir un número. el jugador decide la cantidad que arrojó y el oponente adivina si	el número es mayor o menor que la cantidad decidida por el jugador.
morra	juego tradicional de cartas en algunos países hispanohablantes, cuyo objetivo es obtener la pareja. por lo general se juega con tres naipes.	cartas juego pareja naipe
morra	//es.wikipedia.org/wiki/morra 	morra
morra	enf	enfado irritación enfurecimiento
nefólogo	estudio de la enfermedad de los riñones	nefrología
nefólogo	es	un instrumento de escritura que utiliza tinta y tiene una punta.
nefólogo	órgano vital	corazón pulmón hígado
nefólogo	especialista que estudia las enfermedades de los ri	nefrólogo urólogo
nefólogo	ciencia que estudia la digestión y nutrición	ciencia digestión nutrición
novatada	acción de someter a alguien a una prueba de iniciación en un grupo, especialmente en un ambiente universitario.	hazing iniciación universidad
novatada	tropela de tradición en la que se somete a una persona recientemente admitida a un grupo o comunidad a diversas pruebas o desafíos a menudo absurdos o humillantes.	bautismo iniciación rito de paso
novatada	juego o broma que se juega typically en grupos de amigos o en ámbitos estudiantiles, con la intención de integrar a alguien nuevo al grupo mediante pruebas o retos.	juego broma integración pruebas retos
novatada	actividad en grupo para novatos en la que se exponen o someten a situaciones ridículas o humillantes, generalmente con un fin de integración o aprendizaje.	juego de integración actividad de team building
novatada	rito de iniciación en el que los individuos son sometidos a situaciones humillantes o violentas como prueba de su pertenencia a un grupo o comunidad.	iniciación prueba pertenencia grupo comunidad humillante violento
ovni	aparato de origen desconocido que sobrevuela la tierra.	avión helicóptero dirigible
ovni	apariencia en el cielo de un objeto volador no identificado en el contexto de la ufología	ovni
ovni	objeto volador no identificado	ovni ovni platillo volante
ovni	se designa con el término _ a los objetos voladores (usualmente aéreos) cuya naturaleza permanece desconocida y cuyo origen está fuera del alcance de nuestra comprensión.	ovni
ovni	vehículo hipotético de origen extraterrestre, con tecnología desconocida, que aparece en algunos casos como objeto volante no identificado (_)	ovni
pagar	hacer entrega de una cantidad de dinero acordada a cambio de un servicio o producto recibido. 	pago transacción intercambio
pagar	cumplir con una obligación económica que se tiene con alguien.	obligación económica deuda pago
pagar	satisfacer una deuda o obligación de un deber.	pagar cumplir
pagar	dar o entregar algo como pago por un servicio o bien recibido	dar entregar pago servicio recibido
pagar	cumplir la obligación o satisfacer una deuda, retribuir con una cantidad de dinero a otra persona, institución o al estado por el uso de algo, o compensar por prestar un servicio o hacer un favor.	pagar compensar rembolsar indemnizar
paleteo	acción de mover algo con la mano en forma de golpe rápido y suave. 	golpe golpecito golpecitos
paleteo	golpe seco y rápido que se produce al deshacer algo con los dedos. 	golpe sec rápido
paleteo	se conoce como _ al dicho de un cuerpo que tiene movimiento vibratorio	resonancia.
paleteo	durante la pelea entre los niños, se escuchó un fuerte _ en el patio. 	golpe.
paleteo	golpeteo suave y rítmico con las uñas, especialmente en una superficie lisa.	martilleo martilleo
palmítico	ácido graso saturado de 16 átomos de carbono.	ácido grasa saturado 16 átomos carbono
palmítico	relacionado con ácidos grasos presentes en	ácidos grasos
palmítico	que tiene una gran riqueza y abundancia de algo.	(palabra 1) (palabra 2) (palabra n)
palmítico	aceite vegetal producido a partir del fruto de la palma.	aceite palma
palmítico	sustancial o relacionado con el ácido _, un ácido graso presente en las grasas y aceites naturales.	ácido graso
paralogismo	el argumento de que todos los pájaros voladores pueden volar porque tienen alas es un _, ya que existen aves que no vuelan pero que tienen alas. 	falacia
paralogismo	razonamiento que contiene un error a partir de premisas verdaderas, pero cuyo resultado es falso. 	paradoja contradicción
paralogismo	razonamiento incorrecto, falacia o ilusión lógica.	falacia ilusión
paralogismo	falacia que se utiliza en un	juego de palabras juego de ingenio
paralogismo	falacia lógica en la que se establece una asociación con una premisa que no tiene conexión con la conclusión.	falacia lógica asociación conexión conclusión
pasarratos	"realizar un recorrido para alcanzar un destino o propósito. 
la palabra pasarratos se refiere a la acción de realizar un recorrido o viajar con el objetivo de llegar a un destino o cumplir algún propósito. esto puede incluir caminar, conducir, viajar en transporte público o cualquier otro medio de transporte que lleve a una persona de un lugar"	a otro.
pasarratos	elemento decorativo consistente en una serie de ranuras o perforaciones en forma de ranura en la piedra, madera u otro material arquitectónico	canaleta canal canaleta
pasarratos	no puedo proporcionar una definición de la palabra 'pasarratos' sin un contexto más específico.	pasarratos, instrumento de escritura
pasarratos	acción y efecto de pasar rato o ratos	ocio, entretenimiento, diversión
pasarratos	acción y efecto de pasar rato(	pasar, tiempo
perrillo	pequeño compañero canino	perro, canino
perrillo	criatura o animal de corta estatura y aspecto cariñoso o amistoso que suele tener forma de perro piccolo o dedalero.	peluche mascota animal de compañía
perrillo	animal de compañía pequeño	perro, gato, conejo
perrillo	perro pequeño.	perro, canino
perrillo	el término hace referencia a un can o un cachorro de perro. en sentido figurado también podría usarse para nombrar a cualquier ser humano con las características que se asocian a los perros, especialmente los de pequeño tamaño, como son la lealtad, la fidelidad, o la propensión a estar a disposición del due	perro can
pezuña	parte inferior del pie de ciertos animales, especialmente los rumiantes, parecida a un casco o un guante, cubierta de queratina y con uña en los dedos. 	pezuña
pezuña	pie de un mamífero con una membrana córnea que sirve de protección. 	la palabra pezuña se refiere a la extremidad anterior de un mamífero que presenta una membrana córnea que sirve de protección.
pezuña	pie trasero de ciertos cuadrúpedos, provisto de una uña	cola, cola de caballo, cola de zorro
pezuña	"- pezuño
- pezuñal
- pezuñar
- pezuñarajo"	- pezuña
pezuña	porción carnosa y cartílaginosa que se encuentra en la parte inferior y delantera del pie de muchos animales, como los bovinos y los equinos	pezuña
pinabete	árbol de la familia de las pináceas, que puede alcanzar los 40 metros de altura y que prospera sobre todo en el norte de méxico y algunas zonas de california.	pino pinus pinus
pinabete	arbol de gran talla, con yemas aplanadas y hojas estrechas y arqueadas.	el arbol de gran talla, con yemas aplanadas y hojas estrechas y arqueadas es una descripción de un tipo de árbol que se caracteriza por su gran tamaño y sus hojas estrechas y arqueadas.
pinabete	the pinus rigida, commonly known as the eastern, rigid, or hard pine, is a species of pine tree of the family pinaceae, found along the northeastern coast of north america. it is 30 m in height and has short linear leaves, male flowers in clusters and winged seeds.	pino árbol
pinabete	gran volcán que se encuentra en filipinas	pinatubo, volcán
pinabete	árbol de la familia de las pináceas que crece en méxico y produce piñones	pino pinus pinus
pitahaya	fruto tropical de color rojo oscuro o rosa, de forma ovalada y textura carnosa, con una pulpa dulce y jugosa que contiene semillas pequeñas. se emplea como alimento por su alto contenido en vitaminas	mango papaya piña maracuyá
pitahaya	fruto rojo o amarillo con un tamaño que varia entre el de la pera y la manzana, su piel es dura y en su interior tiene semillas.	plátano manzana pera
pitahaya	fruto perteneciente a la familia de los cactus	nopal
pitahaya	fruto de la _: una fruta dulce y jugosa con semillas pequeñas, que se cultiva en regiones tropicales y subtropicales del mundo.	plátano banano
pitahaya	fruta tropical de sabor dulce y consistencia carnosa.	banano plátano piña mango maracuyá chirimoya papaya guayaba mangos fruta frutas
postrar	poner algo o a alguien en una posición baja, generalmente con una acción voluntaria.	bajo posición baja voluntariamente
postrar	arrodillar o dejarse caer sobre algún objeto o superficie.	rodar caer
postrar	término no conocido.	palabra 1 palabra 2 palabra n
postrar	colocar algo o a alguien tendido o boca abajo	boca abajo tendido
postrar	se ha proporcionado la palabra y la definición correspondiente en el formato esperado. la definición se ha redactado objetivamente y sin incluir directamente la palabra en cuestión ni palabras derivadas. 	correcto.
prédica	sermón 	sermón
prédica	//dle.rae.es/?w=sermon&origen=dle 	sermón
prédica	homilía o sermón ofrecido por un sacerdote o ministro pastoral durante un servicio religioso en un lugar de culto como una iglesia o templo. 	sermón homilía predicación mensaje palabra de dios
prédica	(enseñanza que se da dentro de una ceremonia religiosa)	catequesis
prédica	discurso o sermón corto y emotivo, a menudo presentado en la liturgia católica, sobre un tema espiritual o moral. 	homilía sermón
prolongador	dispositivo que permite extender la duración de un proceso o actividad. 	extensor dispositivo
prolongador	dispositivo eléctrico que alarga la distancia de un cable o aumenta el tiempo de funcionamiento de una fuente de alimentación.	extensor amplificador
prolongador	gadget	gadget aparato instrumento
prolongador	cortadora de césped	cortadora de césped
prolongador	dispositivo alargador útil para conectar cables eléctricos y evitar daños en los mismos.	extensor protector de cables
provinciano	originario o perteneciente a una provincia	oriental, provincial
provinciano	a pesar de su apariencia cosmopolita, su familia mantiene la esencia _ en su forma de ser y de vivir	cosmopolita, familiar, esencial
provinciano	de o relativo a la provincia o a sus costumbres	provincia
provinciano	"que pertenece al estilo o época de una provincia (siglo xix). 
el escritor _ se mostró feliz por la aprobación de su novela. 
los cantantes provinciales deleitaron al público con sus melodías. 
las pinturas de provincia destacan por su colorido y naturalidad. 
la música provincial está ganando terreno en los"	provincial provinciales provincia provincias
provinciano	persona oriunda de un pueblo o provincia.	nativo, paisano
puzzle	un rompecabezas es un tipo de juego o pas	rompecabezas
puzzle	rompecabezas o rompecabezas (en inglés, jigsaw _) es una imagen o diseño dividido en varios fragmentos de forma y tamaño variados, generalmente presentados en una tabla de madera o plástico, usados para entretener y a menudo destinados a armar, reordenar de manera confusa por diversión o con fines educativos.	jigsaw puzzle
puzzle	rompecabezas	rompecabezas
puzzle	rompecabezas de tipo puzle es un tipo de pasatiempo	rompecabezas puzle
puzzle	un rompecabezas es un acertijo mecánico tridimensional (generalmente rectangular	rompecabezas, acertijo, rompecabezas tridimensional
quepis	gorro tradicional de las antiguas fuerzas armadas, similar a un sombrero de copa pero sin ala. 	boina
quepis	sombrero militar característico de algunos países hispanohablantes	boina boina
quepis	un gorro que tapa la frente	boina gorro yogur
quepis	"- (sombrero) 
- (tocado cilíndrico) "	sombrero tocado cilíndrico
quepis	gorra militar con alas y visera de protección para el sol	boina boina gorra
raor	pequeño roedor de cuerpo rechoncho y cola larga	rata ratón
raor	realizar un proceso o tarea sin seguir el procedimiento adecuado o indicado.	hacer cosas sin seguir el procedimiento o indicado
raor	el _ es un tipo de pez marino común en las islas canarias, españa, conocido por su carne deliciosa y sus aletas comestibles.	pez mero pez espada
raor	carta de presentación	carta presentación
raor	persona responsable de realizar tareas repetitivas y de bajo nivel en un sistema de procesamiento de datos	operador de sistema programador de sistemas técnico de sistemas
reciclado	processo en el que materiales desechados son convertidos en nuevos productos para evitar que acaben en vertederos u océanos, reduciendo el desperdicio y la contaminación.	reciclaje reutilización reducción de desperdicios reducción de contaminación
reciclado	(proceso de transformar desechos para darles un nuevo uso, promoviendo la conservación de recursos)	reciclaje reutilización
reciclado	una canción repetitiva puede generar cansancio, pues escuchar la misma frase una y otra vez puede provocar monotonía. reconoce los sonidos del ruido y los elementos del paisaje sonoro, y así pueden producir efectos de repetición.	canción repetitiva monotonía ruido paisaje sonoro repetición
reciclado	proceso en el que se reutilizan materiales desechados para crear nuevos productos	reciclaje reutilización
reciclado	que algo es reutilizado o vuelto a utilizar después de haber sido previamente consumido o usado	reciclado reutilizado
rememorar	recuerdas algo que sucedió en tu pasado.	no, no recuerdo nada.
rememorar	recordar algo de forma repetitiva o involuntaria, especialmente cuando la experiencia original ocurrió hace mucho tiempo y ha tenido un gran impacto en la persona	recuerdo, memoria, recuerdos, recuerdos, memoria, recuerdos, recuerdos, memoria, recuerdos, recuerdos, memoria, recuerdos, recuerdos, memoria, recuerdos, recuerdos, memoria, recuerdos, recuerdos, memoria, recuerdos, recuerdos, memoria, recuerdos, recuerdos, memoria,
rememorar	recordar algo del pasado.	memoria, recuerdo
rememorar	volver a evocar un recuerdo del pasado. 	recuerdo
rememorar	recordar es volver a pasar algo por la memoria, evocar la presencia o imagen de algo o de alguien. la palabra _ es un sinónimo de recordar, y no debe ser confundida con rememoración (recuerdo más detallado, más profundo de una experiencia), que es un sinónimo de recordación	recuerdo memoria evocar imagen presencia sinónimo confundir rememoración recordación
ridiculización	acción y efecto de ridiculizar	(acción) (efecto)
ridiculización	acción de hacer o exponer algo ridículo públicamente.	ridiculear exponer públicamente
ridiculización	acción y efecto de ridiculizar	(acción) (efecto)
ridiculización	acto de menospreciar o burlarse de alguien o algo de manera pública y abierta	mofa escarnio ridiculez
ridiculización	acción de hacer ver como ridículo o inferior algo o alguien. 	ridiculizar desmerecer
sagum	una toga romana utilizada como armadura hecha de piel de perro o oso.	cuchillo espada lanza
sagum	prenda de vestir usada en la antigua roma por los soldados, que se ponía sobre el sagitus.	túnica sagitus
sagum	abrigo largo y sin mangas que usaban los pueblos hispanos antiguos,	túnica
sagum	se empleaba como prenda de vestir que se usaba durante los primeros siglos de la historia de roma, más concretamente como un manto militar.	toga manto himatión
sagum	capa de lana que vestían los antiguos iberos y romanos.	manto
salbanda	banda de música que interpreta temas de rock en países latinos.	banda de rock tropical orquesta
salbanda	banda	(palabra 1) (palabra 2) (palabra n)
salbanda	pequeña tela de araña.	telaraña
salbanda	rondallas o rondadores. 	rondalla rondador
salbanda	banda de música que se caracteriza por tener saxofones y un cantante latino.	banda de salsa banda latina banda de música latina
socialmente	relacionado con la interacción y comportamiento de una persona en la sociedad	psicología comportamiento interacción
socialmente	en sociedad o relacionado con la interacción social de un grupo o comunidad. 	relación interacción grupo comunidad convivencia sociedad
socialmente	ser amable y cordial con las demás personas	amabilidad cordialidad
socialmente	en sociedad o de acuerdo con las normas sociales.	correcto aceptable adecuado
socialmente	estar bien relacionado o integrado en una sociedad o grupo.	popular famoso conocido
speed	velocidad o rapidez, es la tasa de cambio de posición (o distancia) en el tiempo. 	la velocidad o rapidez es la tasa de cambio de posición (o distancia) en el tiempo.
speed	velocidad	la velocidad de la luz es la velocidad a la que la luz se propaga en el espacio.
speed	velocidad, la tasa en la que se mueve o opera algo o alguien, o la rapidez con la que se realiza una actividad	la velocidad es la tasa en la que se mueve o opera algo o alguien, o la rapidez con la que se realiza una actividad.
speed	"la palabra inglesa _ significa velocidad. 
en un vehículo, el pedal de acelerador o gas controla la velocidad a la que se desplaza el coche. 
el speedometer o velocímetro te indica siempre la velocidad del vehículo, y el _ limit o límite de velocidad indica la velocidad máxima permitida en un lugar en particular. 
el verbo to _ up significa acelerar y to slow down o to brake frenar. 
por otro lado, _ limit significa la velocidad límite que se puede circular por una carretera en particular"	acelerador gas velocidad velocímetro límite de velocidad acelerar frenar limitar
speed	la velocidad (del latín tardío velocitās, -ātis)1 es una magnitud escalar sin dimensión que expresa la rapidez de cambio de la posición de un cuerpo (o sistema de cuerpos) en un intervalo de tiempo determinado. velocidad es un concepto fundamental en muchas disciplinas científicas y técnicas	como la física, la ingeniería, la astronomía, la biología, la economía, la sociología, la psicología, la medicina, la química, la geología, la meteorología, la aerodinámica, la hidráulica, la ingeniería civil, la ingeniería de transporte, la ingeniería de materiales, la ingeniería de minas, la ingeniería de telecomunicaciones, la ingeniería de software, la ingeniería de sistemas, la ingeniería de software, la ingeniería de sistemas, la ingeniería de software, la ingeniería de sistemas, la ingeniería de software, la ingeniería de sistemas,
standarizar	establecer las características comunes o usuales para algo. 	las características o usuales para algo.
standarizar	la norma internacional establece el procedimiento para estandarizar los procesos de manufactura. 	la norma internacional establece el procedimiento para estandarizar los procesos de manufactura.
standarizar	adoptar normas y criterios comunes	adoptar normas y criterios comunes
standarizar	adjudicar a algo un patrón o modelo estandarizado.	entiendo.
standarizar	establecer normas, procedimientos u otros medios para eliminar la variabilidad	la variabilidad es una propiedad de los sistemas que se manifiesta en la presencia de incertidumbre en sus resultados.
sublimado	proceso en el que se transforma algo desagradable en algo aceptable o atractivo.	procesamiento transformación adecuación
sublimado	procesos que sufren algunos	envejecimiento desgaste deterioro
sublimado	en	en el ámbito de la escritura, un instrumento de escritura es un dispositivo que se utiliza para plasmar ideas, pensamientos o mensajes en un soporte, como papel, pizarra, o en un dispositivo digital. estos instrumentos pueden ser de diversos materiales, como metal, plástico, madera, entre otros, y pueden tener diferentes formas y tamaños. los instrumentos de escritura más comunes incluyen bolígrafos, plumas y estilográficas, que utilizan tinta para escribir.
sublimado	proceso mediante el que se transforman cosas en algo superior o más noble.	proceso transformación
sublimado	proceso quím	proceso, químico
superbomba	un dispositivo explosivo de gran potencia destinado a objetivos estratégicos, militares o bélicos.	bomba cohet misil
superbomba	la respuesta está en formato json, incluyendo la palabra original (_) y una definición que no menciona la palabra ni su familia léxica. el objeto json está formateado correctamente, con la palabra y la definición en diccionarios separados, y las definiciones son claras y objetivas. 	(palabra 1) (palabra 2) (palabra n)
superbomba	arma nuclear de gran poder destructivo	arma destructivo poder
superbomba	protuberancia del núcleo terrestre de grandes proporciones y que se encuentra sobre el punto exacto donde impactó el meteorito que provocó una de las cinco extinciones masivas de la tierra, conocida como la gran ext	meteorito extinción masiva
superbomba	cohet de elevada potencia explosiva	cohet arma arma de fuego
talgo	tren de gran velocidad o tren de alta velocidad utilizado en españa	tren tren de alta velocidad tren bala
talgo	tren ligero español	tren tren ligero
talgo	tren de cercanías español.	tren cercanías
talgo	si la palabra en español no tiene una traducción directa o equivalente en inglés y no está en el contexto de la definición, se puede usar la palabra o palabras clave más relevantes para describir la palabra	pluma bolígrafo lápiz
talgo	compuesto ferroviario español ampliamente extendido	compuesto ferroviario español ampliamente extendido
tornajo	piedra plana y pesada utilizada para triturar o moler alimentos.	piedra molcajete metate
tornajo	trozo de queso duro y salado típico de extremadura	queso jamón tapa
tornajo	labra (o	labrar, labrar
tornajo	pies grande y fuerte. 	pies grande y fuerte no es una definición válida, ya que no proporciona información suficiente para identificar el concepto al que se refiere.
tornajo	piedra dura y algo irregular que se usa especialmente para el suelo de las plazas y los muros.	piedra laja
treinta	el número _ se compone de tres grupos de diez. 	la respuesta es el número 30.
treinta	número cardinal entre 29 y 30	treinta veintinueve
treinta	30	30
treinta	el número cardinal que sigue a veintinueve y precede a _ y uno, 30 es un múltiplo de diez.	treinta treinta y uno
treinta	el número cardinal entre veintinueve y _ y uno.	treinta veintinueve uno
tundidor	aparato que sirve para frotar la ropa para quitarle la suciedad.	rascador raspador raspa
tundidor	instrumento de aseo personal que se utiliza para peinar el cabello o la barba	peine cepillo
tundidor	un instrumento antiguo utilizado para aflojar la lana y facilitar su cardado, compuesto por una placa plana con púas en uno de los extremos o dos barras con púas cruzadas.	peine cardador
tundidor	una plancha de acero templado con mango de madera usado como una herramienta para quitar las arrugas del cu	plancha acero mango madera
tundidor	persona que hace o arregla cosas por su cuenta.	manitas de hierro manitas de oro
vega	tierras llanas a las orillas de un río que se utilizan para la agricultura o pequeños valles delimitados por colinas.	llanura aluvial valles en terraza
vega	zona baja y plana de los ríos, llena de restos sedimentarios	llanura aluvial
vega	zona llana y fértil entre los meandros de un río	llanura fértile meandro
vega	zona baja de una montaña o de un monte que está cubierta por vegetación y pastos, la cual suele	prado pradera altiplano
vega	tierra de cultivo situada entre dos ríos	tierras de nadie tierra de nadie
verraquear	moverse de forma errática e impredecible	(palabra 1) (palabra 2) (palabra n)
verraquear	pese a las dificultades económicas,	a pesar de las dificultades económicas
verraquear	acción de provocar la salida de un vehículo de una carretera por causas ajenas a este	salida accidente colisión
verraquear	acción y efecto de arruinar o deshonrar algo o a alguien. 	deshonrar deshonra deshonroso
verraquear	convertir algo en una vergüenza pública. 	deshonra desprestigiar
