word	definition	predicted_words
diligentemente	con energía y perseverancia en el trabajo o tarea.	energía y perseverancia son dos palabras que se utilizan para describir la capacidad de un individuo para realizar una tarea o trabajo con dedicación, motivación y persistencia. la energía se refiere a la capacidad de realizar una tarea con vigor y entusiasmo, mientras que la perseverancia se refiere a la capacidad de seguir adelante a pesar de los obstáculos o dificultades que se present
diligentemente	con diligencia o esfuerzo constante	"diligencia o esfuerzo constante se refiere a la capacidad de un instrumento de escritura para producir una tinta constante y uniforme en tono y calidad, sin interrupciones o variaciones significativas en la calidad de la tinta.

en la práctica, la diligencia o esfuerzo constante se logra mediante la utilización de instrumentos de escritura de alta calidad, como bolígrafo, pluma o estilográfica, que se diseñan para producir una t"
diligentemente	con cuidado y perseverancia en el trabajo o tarea	"perseverancia es un término que se utiliza para describir la capacidad de seguir adelante con un trabajo o tarea, incluso cuando se enfrenta obstáculos o dificultades. es la capacidad de mantener la motivación y la energía necesarias para completar una tarea, a pesar de los obstáculos o dificultades que se presenten.

la perseverancia se basa en la capacidad de mantener la concentración, la determinación y la motivación necesarias para seguir adel"
diligentemente	con perseverancia y esfuerzo continuo.	"perseverancia se refiere a la capacidad de seguir adelante con determinación y persistencia en el logro de un objetivo o meta, incluso enfrentando obstáculos o dificultades. es la capacidad de mantener la motivación y la energía para seguir trabajando duro y persistir en la búsqueda de un objetivo a largo plazo, sin perder la fe o la determinación.

la perseverancia es una habilidad valiosa en muchos ámbitos de la vida, como la"
diligentemente	con cuidado y dedicación.	"es un instrumento de escritura que utiliza tinta y tiene una punta.

palabra es un término que se utiliza en el ámbito de la escritura y la tipografía para referirse a un tipo de instrumento de escritura que utiliza tinta y tiene una punta. en este sentido, la palabra palabra se refiere a un instrumento que se utiliza para escribir con t"
emparejador	alguien o algo que comparte o compara por iguales características o propiedades.	homólogo, paralelo, analogía
emparejador	alguien o algo que ayuda a equiparatar o acomodar a dos o más personas o cosas de manera que puedan trabajar o interactuar de manera efectiva.	mediador, intermediario, facilitador, aconciliador, arbitro, mediador de conflictos
emparejador	alguien o algo que ayuda a encontrar una pareja adecuada, especialmente en el ámbito romántico.	matchmaker, date coach, cupid, love coach, relationship counselor
emparejador	alguien que ayuda a encontrar pareja o compañero/a compatible.	matchmaker
emparejador	alguien o algo que ayuda a encontrar un compañero o pareja adecuada.	matchmaker
empurpurado	un proceso de purificación o limpieza mediante el que se elimina el polvo o otras impurezas superficiales.	"1. clean
2. wash
3. polish
4. refine
5. sanitize

i hope these suggestions are helpful! let me know if you need any more assistance."
empurpurado	pure, unadulterated	"this pen is designed for pure writing, with a fine tip and ink that flows smoothly and consistently.
3. without any additional features or"
empurpurado	persona que ha sido exculpada o liberada de cargos graves after a thorough investigation	acquitted, exonerated, innocent, cleared
empurpurado	persona que lleva una vida elegante y refinada, caracterizada por el uso de artículos de lujo y la participación en actividades culturales y sociales	dandy, gente de sociedad, aristócrata, personaje de alta sociedad, luminaria, personaje de la alta cultura
empurpurado	persona o objeto que ha sido expuesta a una sustancia tóxica o cancerígena, resultando en un cambio en su apariencia o propiedades.	victima, contaminada, expuesta, afectada, infectada
epifito	planta que crece en un árbol o arbusto, utilizando su estructura para sostenerse	vaina, vine, ivy
epifito	planta que crece en untree o roca externo, sin penetrar en el suelo.	epifita, epiflora, epifloral
epifito	planta que crece sobre otro vegetal o árbol sin dañarlo, como si epifita.	epifita, liana, parasita
epifito	planta que crece en equilibrio sobre otra planta o estructura, sin que étimología. siempreviva, orquídea, musgo, etc.	siempreviva, orquídea, musgo, helecho, epifita
epifito	planta que crece en otros árboles o árboles muertos, obligada a desarrollarse en ellas.	epiphyte, epithet, parasite, epiphytic
escorar	remover o arrasar something by scraping or scratching.	"* she scraped the old paint off the wall with a putty knife.
* he scraped the gum off the sidewalk with his shoe.
* the gardener scraped the bark off the tree to make it smooth.

synonyms for"
escorar	remover la oscuridad o la impureza de algo mediante el uso de un agente químico o físico.	limpiar, purificar, limpiar
escorar	remover o arrancar con facilidad, como si fuera desprendido o erosionado.	| subject | present simple | present progressive | present perfect | pres
escorar	curvar o doblar una superficie o objeto mediante el uso de fuerza o presión	1. **curvatura suave**
escorar	remover la escora o la impureza de algo	"limpiar o limpiar se refiere a la acción de eliminar o eliminar la escora o la impureza de algo, ya sea de una superficie, un objeto o un material.

en español, limpiar se utiliza para describir la acción de eliminar la impureza de una superficie o un objeto, mientras que limpiar se utiliza para describir la acción de eliminar la impureza de un material o un líquido.

en otros idiomas, existen palabras"
estadista	persona que ocupa un cargo de autoridad en un gobierno o organización política, especialmente en un estado soberano.	leader, leaders, leadership
estadista	persona que desempeña un papel importante en la toma de decisiones políticas de un país o organización internacional, trabajando a nivel gubernamental, legislativo o judicial.	"1. político
2. diplomático
3. líder político
4. decisionista
5. legislador
6. jurisconsulto
7. ministro
8. secretario de estado
9. canciller
10. embajador

espero que esta lista te sea útil. si necesitas más ayuda, no dudes en preguntar."
estadista	persona que ejerce o ha ejercido un papel político importante en un estado o organismo internacional.	politician, leader, statesman, stateswoman, world leader
estadista	persona que se encarga del gobierno de un estado o país, gobernante o funcionario público que tiene como tarea asumir la dirección y gestión política y administrativa de una nación o territorio.	gobernante, jefe de estado, ministro, secretario, canciller, presidente, primer ministro, gobernador, alcalde
estadista	persona que desempeña un cargo político de alto nivel, especialmente en un gobierno o consejo legislativo.	politician, leader, representative, lawmaker, legislator
esteatosis	diseño o diseño arquitectónico en el que se busca maximizar el uso del espacio y la luz	diseño, diseño, diseño, diseño, diseño, diseño
esteatosis	inflamación crónica de las paredes de las arterias	"la inflamación crónica de las paredes de las arterias, también conocida como aterosclerosis, es un proceso progresivo y crónico en el que las paredes de las arterias, que deben ser flexible y elásticas, se endurecen y se obstruyen con placas de grasa y otros desechos, lo que dificulta el flujo sanguíneo y puede provocar problemas de salud cardiovasculares.

la inflamación crónica de las paredes de las ar"
esteatosis	condición en la cual el cuerpo conserva una gran cantidad de grasa y se presenta como una obesidad localizada	these words are not mutually exclusive, and some may overlap in their meanings.
esteatosis	acumulación de residuos o secreciones en una estructura o órgano	acumulación, residuos, secreciones, acumulación de residuos, acumulación de secretiones
esteatosis	condición médica caracterizada por la adherencia de células o tejidos a una superficie, usualmente inflamada o sarnosa.	"1. adhesion - this is the most direct and straightforward term for the condition you described, referring to the abnormal attachment of cells or tissues to a surface, often as a result of inflammation or scarring.
2. fibrosis - this term refers to the formation of scar tissue, which can lead to the adhesion of cells or tissues to a surface.
3. granuloma - this is a type of inflammatory response that can result in the formation of a"
estuco	materia plástica dura y resistente, utilizada en decoración y artesanía	madera, plástico, resina, tejido
estuco	material de construcción compuesto por cemento portland, arena y agua, utilizado para cubrir walls, paredes y techos.	cemento, concreto, mortero
estuco	un material de construcción compuesto por cemento, arena y agua, utilizado para hacer murallas, puertas, ventanas, entre otros.	cemento, mortero, argamasa, ladrillo, barro, guijarro
estuco	materia pétrea o arcillosa que se utiliza para realizar trabajos de urbanización o construcción, generalmente mezclada con cemento y agua.	arena, barro, tierra, argamasa, mortero
estuco	elstan o conjunto de objetos o materiales que se usan para amarrar o unir objetos o partes together	this is a common term for a type of ad
exequias	fúnebres o pompas fúnebres, honores o ritos funerarios	funeral, funerals, funeral home, funeral service, funeral procession, funeral home, funeral home, funeral procession, funeral rituals, funeral traditions, funeral customs, funeral practices, funeral etiquette
exequias	funeral o servicio fúnebre, especialmente para un personaje o persona respetada.	"servicio funerario, servicio funeral, funeral ceremony, funeral rites, funeral rituals

i hope this helps! let me know if you have any other questions."
exequias	 servicio funerario, ceremonia o ritual que se realiza en honor de un difunto	"1. funeral
2. burial
3. memorial
4. obsequies
5. rites
6. ceremony
7. service
8. eulogy
9. tribute
10. remembrance

i hope these suggestions are helpful! let me know if you need anything else."
exequias	funeral rites or ceremonies, as for a monarch or other dignitary	"1. funeral
2. burial
3. obsequies
4. mourning
5. memorial
6. requiem
7. state funeral
8. funeral procession
9. funeral service
10. burial ceremony

i hope these suggestions are helpful! let me know if you need any more assistance."
exequias	las ceremonias fúnebres o honras realizadas por parte de una comunidad o sociedad en honor a la memoria de alguna personas fallecida.	funeral, ceremonia fúnebre, homenaje, requiem, acto de pésame, luto, ayuno, vigilia, funeral de estado
faisánido	persona que tiene una apariencia o comportamiento similar al de un faisán, es decir, caracterizada por su colorido y lujoso aspecto.	faisán, personaje, individuo, persona, personaje, luxo, colorido
faisánido	(persona que tiene una gran pasión por la cacería de faisanes o aves similares)	fowler, hunter, waterfowler, duck enthusiast, bird hunter
faisánido	persona que tiene una afición o pasión por el faisán o la caza del faisán.	faisan hunter, game bird enthusiast, pheasant hunter, shooting enthusiast
faisánido	descripción o caracterización algo mediante una comparación con algo más grandioso o elegantemente	elegante, sobrecargado, sobredimensionado
faisánido	persona que tiene gustos y preferencias exageradas o artificiales, especialmente en el diseño o el lujo.	"1. snob
2. dilettante
3. connoisseur
4. aficionado
5. fashionista
6. collector
7. aesthete
8. epicurean
9. connoisseur
10. dandy

espero que esta lista"
fétido	odioso, desagradable o repulsivo.	desagradable, repulsivo
fétido	odioso o desagradable, por su olor o características	"1. foul
2. fusty
3. stinky
4. pungent
5. offensive
6. nasty
7. unpleasant
8. distasteful
9. unpleasant-smelling
10. unpleasant-tasting

i hope these suggestions help! let me know if you need any more assistance."
fétido	odio repulsivo causado por algo desagradable o maloliente	"1. nausea
2. revulsion
3. loathing
4. abhorrence
5. detestation
6. abomination
7. disgustful
8. fearful
9. aversion
10. displeasure

i hope these suggestions help! let me know if you need any more assistance."
fétido	olor desagradable, putrescible	"olor desagradable y putrescible son dos palabras que pueden ser utilizadas para describir un olor desagradable o desagradable.

olor desagradable se refiere a un olor que no es agradable o desagradable para el olfato humano. es un término ampliamente utilizado en la industria de la perfumería y la cosmética para describir un olor que no es agradable o desagradable para el olfato humano.

por otro"
fétido	olor desagradable o picante, generalmente de origen natural o orgánico.	"1. odor
2. smell
3. stench
4. foul
5. funk
6. pungent
7. foul-smelling
8. unpleasant
9. offensive
10. stenchiness

i hope these suggestions help! let me know if you need any more assistance."
floración	proceso biológico por el cual un organismo produce flores, frutos o semillas.	"* fecundation
* fertilization
* pollination
* germination
* fruitification
* seed production
* flowering
* budding
* vegetative reproduction
* spores

i hope these suggestions are helpful! let me know if you need any more assistance."
floración	proceso biológico mediante el cual las plantas producen flores, follaje y frutos.	"* reproducción
* floración
* fructificación
* germinación
* crecimiento
* desarrollo
* fotosíntesis
* nutrición
* transpirción
* fotoperiodo

espero que esta lista te sea útil. ¡si necesitas más ayuda, no dudes"
floración	el proceso por el cual una planta produce flores	"florificação can be translated to english as flowering or flowering process.

the flowering process is the process by which a plant produces flowers. it is the stage in the life cycle of a plant where the plant produces flowers, which are the reproductive structures of the plant. during this stage, the plant stops producing leaves and focuses its energy on producing flowers, which are the reproductive structures that produce seeds and allow the plant to reproduce.

the flowering process"
floración	el proceso de development y crecimiento de una planta, durante el cual se producen las flores.	"* flower
* bloom
* blossom
* growth
* development
* sprout
* bud
* leaf

i hope these suggestions are helpful! let me know if you need any more assistance."
floración	el proceso de desarrollo de las flores en un planta, caracterizado por la expansión y crecimiento de las partes reproductivas.	floración, florificación, floracion, floramiento, florucción
fotogramétrico	relativo a la medición precisa de la forma y tamaño de un objeto o superficie a partir de varias fotos aéreas o terrestres	"1. photogrammetry
2. sfm (structure from motion)
3. slam (simultaneous localization and mapping)
4. 3d reconstruction
5. 3d modeling
6. geometric modeling
7. computer vision
8. image processing
9. remote sensing
10. aerial photogrammetry

espero que"
fotogramétrico	el proceso de medir la forma y tamaño de una cosa o objeto mediante la realización de photography (fotografía) desde diferentes ángulos y puntos de vista.	fotogrametría, fotografía 3d, medición fotográfica, análisis fotográfico, fotometría
fotogramétrico	relativo a la medición en fotogrametría, técnica de obtención de información topográfica a través de la información contenida en una o varias fotos aéreas	fotogrametría, tecnología de fotogrametría, medición fotogramétrica, obturación fotogramétrica
fotogramétrico	relativo a la medición de formaes y tamaños de objetos o objetos mediante la fotogrametría.	fotogrametría medición tamaño forma objeto
fotogramétrico	relativo a la medición de objetos o superficie a partir de fotos editadas o digitalizadas	calibraje, medición, análisis, calibraje digital
funcionario	persona que desempeña un cargo en una organización gubernamental, empresarial o cualquier otro sector, con responsabilidades y cargos determinados.	"1. función
2. oficio
3. destino
4. encargo
5. comisión
6. cargos
7. deberes
8. responsabilidades
9. trabajo
10. función pública

espero que esta lista te sea útil. si necesitas más ayuda, no dudes en preguntar."
funcionario	persona que desempeña un cargo en una empresa, organización o institución.	employe, worker, staff, officer, representative, agent, representative, executive, director, manager, supervisor, administrator, leader, chief, boss, superintendent, coordinator, secretary, clerk, assistant, aide, staff member, team member, colleague,
funcionario	persona empresa o organización que desempeña un cargo remunerado en otros.	empleado
funcionario	persona empleada en una institución o empresarial, especialmente en un cargo administrativo o ejecutivo.	secretario, secretaria, oficial de secretaría, personal de secretaría
funcionario	persona que ejercice una función pública o administrativa en una entidad administrativa, gubernamental o privada.	"1. bureaucrat
2. civil servant
3. government employee
4. administrator
5. official
6. civil servant
7. government worker
8. public servant
9. administrative officer
10. government employee

i hope these suggestions are helpful! let me know if you need any more assistance."
gabato	persona que habla con exageración o en exceso, a menudo de manera amena o divertida.	orador, disertador, embellecedor
gabato	persona que habla con rapidez y entusiasmo, sin decir mucho de nada de importancia.	"chatterbox

chatterbox es una palabra que se utiliza para describir a una persona que habla con rapidez y entusiasmo, sin decir mucho de importancia. esta palabra se utiliza a menudo para describir a alguien que habla constantemente, pero no dice muchas cosas significativas o útiles. a menudo, la persona que se llama chatterbox es una que se enfoca en hablar de temas triviales o insignificantes, y no tiene un discurso coherente o"
gabato	algo que es molesto, fastidioso o desagradable	"* fastidious
* disagreeable
* unpleasant
* unpleasantness
* nuisance
* annoyance
* irritation
* exasperation
* vexation
* discomfort
* displeasure

i hope this helps! let me know if you have any other questions."
gabato	un objeto o persona que apoya o ayuda a otras personas en una tarea o situación	"auxiliar, ayudante, socorro

espero que te sea útil. ¡no dudes en preguntarme si necesitas algo más!"
gabato	large, heavy rainstorm	1. downpour - this term refers to a heavy and prolonged rainfall event, often associated with thunderstorms or tropical cycl
garcilla	una torta de harina de trigo cocida en horno y endulzada con azúcar	torta de harina de trigo cocida en horno y endulzada con azúcar
garcilla	maleza arbórea que crece en alta densidad, frecuentemente en áreas forestales o de bosques degradados, y que dificulta el desarrollo de la vegetación nativa.	arbusto, maleza, invasiva, especie exótica, desequilibrio ecológico, deforestación, degradación forestal
garcilla	alimentación o sustento de algún ser vivo, especialmente de un animal o planta	"alimentación o sustento son términos que se refieren a la ingestación de nutrientes y nutrientes por parte de un organismo, ya sea animal o vegetal, para mantener su crecimiento, desarrollo y supervivencia.

la alimentación es el proceso mediante el cual un organismo obtiene los nutrientes necesarios para su supervivencia y crecimiento a través de la ingestación de sustancias nutritivas, como carbohidratos, proteínas, grasas, vitaminas"
garcilla	una roca o montaña volcánica de forma redondeada y fácil de escalar.	pico
garcilla	un arbusto o árbol pequeño, frecuentemente con hojas aromáticas y bayas comestibles.	árbol, árboles, arbusto, bush
giroscopio	device que mide y mantiene el ángulo de rotación de un objeto en movimiento	inclinómetro
giroscopio	instrumento para medir la orientación y rotación de un objeto en movimiento	un compás es un instrumento que utiliza un need
giroscopio	instrumento que mide el ángulo de rotación de una parte en torno a un eje.	goniometer
giroscopio	instrumento que mide y registra el ángulo de rotación de un objeto en movimiento	un inclinómetro es un instrumento que mide la inclinación o ángulo de inclinación de un objeto en relación con
giroscopio	instrumento que mide el ángulo de rotación de un objeto en movimiento, utilizando un ejército de partículas cargadas que se mueven en un campo magnético.	giroscopio, óptico de ángulo, sensores de ángulo, medidor de ángulo, instrumento de medición de ángulo
helenizante	provocador de interés por la cultura griega	"provocador de interés por la cultura griega se refiere a una persona que se muestra interesada en aprender y disfrutar de la cultura griega, incluyendo su historia, literatura, arte, filosofía, religión, música, cocina, costumbres y tradiciones.

este tipo de persona puede ser un estudiante de griego clásico, un apasionado de la mitología griega, un admirador de la arquitectura griega o incluso un viajero que busca conocer la"
helenizante	alguien o algo que promueve el interés por la cultura griega o la lengua griega, especialmente en el ámbito hispanohablante	este término proviene del gr
helenizante	influencing or promoting hellenistic culture, ideas, or customs	attend cultural events, such as festivals, concerts, and exhibitions, that showcase hellenistic
helenizante	alguien o algo que tiene el poder de attractir o influir positivamente, como el sol en la formación de estrellas.	estrella luz fuerza atractivo
helenizante	alguien o algo que tiene tendencias helénicas, es decir, que está influido o inspiracionado por la cultura griega.	"1. greek - this is the most obvious choice, as it refers directly to the culture and civilization of ancient greece.
2. hellenistic - this is an adjective that refers to something that is related to or influenced by ancient greek culture, particularly in the period of hellenism, which was a cultural and intellectual movement that emerged in the 4th century bce and lasted until the 1st century ce.
3. classical - this ad"
hipogino	persona que tiene una mala opinión de sí misma o de su persona	persona negativa
hipogino	persona con un estilo de vida o pensamiento muy diferente al común, caracterizado por su forma de ser independiente, libre psique y espiritual.	"1. visionario
2. innovador
3. rebelde
4. pionero
5. free spirit
6. nonconformista
7. bohemio
8. artista
9. filosófo
10. místico

esper"
hipogino	persona que tiene una visión muy negativa del mundo y de las personas en general.	"1. pessimist
2. cynical
3. gloomy
4. pessimistic
5. skeptical
6. cynical
7. pessimistic
8. disillusioned
9. cynical
10. pessimistic

i hope these suggestions help! let me know if you need any more assistance."
hipogino	alguien que se complace en el exceso o el lujo.	epicureo, hedonista, luxuriante
hipogino	alguien que tiene una actitud negativa o desconfiada hacia la vida, la sociedad o la religión.	"1. cynical
2. disillusioned
3. gloomy
4. pessimistic
5. skeptical
6. unhopeful
7. pessimistical
8. negative
9. unoptimistic
10. pessimisticly

i hope these suggestions are helpful! let me know if you need any more assistance."
incrustar	insertar o colocar algo en un lugar o superficie como adorno o decorado	adorno, ornament, decoración, embellishment
incrustar	insertar o incorporar something into a material or surface, often without noticeable change.	incorporar, insertar, agregar, unir
incrustar	insertar o colocar algo en otro objeto o superficie de manera permanente o temporal, de manera que quede parte integrante de él.	"1. incorporar
2. insertar
3. colocar
4. añadir
5. unir
6. unificar
7. combinar
8. fusionar
9. integrar
10. adherir

espero"
incrustar	colocar algo en una superficie o objeto como si fuera una parte natural o inherente.	pegar, colocar, insertar, empotrar
incrustar	unir o mezclar dos o más materiales de diferentes texturas o colores, mediante un proceso de unión o moldeo.	unir, moldear, mezclar, combinación, barniz, pastel, colorear
intercadencia	interrupción o cambio abrupto en un proceso, actividad o flujo de información.	* interrupción de un discurso por un ruido o
intercadencia	el proceso de alternar y combinar elementos o actividades de manera regular y constante, favoreciendo la continuidad y eficiencia en el tiempo y los recursos.	ritmo, ritual, mecanismo, proceso, flujo, ciclo, ritmo de trabajo, programa, planificación, estructura, organización
intercadencia	repeición de sonidos o sílabas entre dos palabras	intermedio
intercadencia	el reconocimiento y aceptación de los diferentes puntos de vista y formas de experimentar el mundo, con el fin de fomentar el diálogo y la comprensión mutua.	tolerancia, pluralismo, diversidad, inclusión, empatía, comprensión, diálogo, entendimiento
intercadencia	intervalo o brecha en la comunicación o acción de dos o más personas o grupos	"* un tiempo límite establecido para el inicio o final de una comunicación o acción.
* una diferencia en el tiempo entre el inicio y el final de una comunicación o acción.
* una brecha en el tiempo o espacio entre dos o más personas o"
jaín	tono agrio o desagradable en el habla o en el silencio.	*
jaín	alguien que es débil o menguante	"débil o menguante son términos que se utilizan para describir a alguien que tiene dificultades para realizar ciertas tareas cognitivas, sociales o motoras, que pueden afectar su capacidad para interactuar con su entorno y realizar actividades cotidianas.

la debilidad o menguante puede manifestarse de diferentes maneras, dependiendo de la gravedad de la afectación y la persona en cuestas. algunas de las formas más comunes de debilidad"
jaín	término utilizado para hacer referencia a algo que es feo o desagradable	"* ese barrasco de tráfico en la carretera es un verdadero infierno
* ese restaurante es"
jaín	sustancia ácida y corrosiva, utilizada como detergente en la limpieza de objetos y superficies.	Definición no conocida.
jaín	persona ambiciosa o presumida	"persona ambiciosa o presumida se refiere a una persona que se considera superior a los demás, ya sea en términos de su apariencia, habilidades, riqueza, posición social, etc. a menudo, la persona ambiciosa o presumida se muestra orgullosa y orgullosa de su estatus y su posición en la sociedad, y puede ser criticada por su actitud arrogante y su falta de humildad.

la palabra persona ambiciosa puede ser utilizada para"
lipotimia	exceso de grasa en el cuerpo, especialmente en la región abdominal, por lo que puede estar relacionado con enfermedades cardiovasculares	obesidad, hiperlipidemia, aceite, grasa
lipotimia	falta de motivación o interés por realizar actividades físicas o saludables, lo que puede llevar a un estilo de vida sedentario y favorecer el desarrollo de enfermedades relacionadas con la obesidad.	desinterés, indiferencia, inactividad, inércia, sedentarismo, obesidad, enfermedades relacionadas
lipotimia	exagero o excesso en la expectación o deseo de un resultado	"exagero o exceso es un término que se utiliza en diferentes ámbitos para describir la exageración o el exceso en la expectación o deseo de un resultado. en español, se utiliza el término exagero para describir la exageración o el exceso en la expresión de un sentimiento, emoción o pensamiento.

en este sentido, se entiende que el exagero es una exageración o un exceso en la expresión de un sentimiento, emoción o pens"
lipotimia	exagero o sobreestimación de las posibilidades o éxito de algo	"* exagerar los logros o habilidades de uno mismo o de los demás.
* exagerar la importancia"
lipotimia	esta palabra se refiere a una condición en la cual una persona tiene una alta cantidad de grasa en sus músculos, causando un aspecto débil y delgado.	obesidad, hipocondria, gordura, obesidad
magnolia	árbol grande y ornamental con flores grandes y fragantes	un árbol decorado con adornos y flores, utilizado en eventos y espacios públicos para crear un ambiente alegre y festivo.
magnolia	arbolo perenne de hoja caduca, de flores grandes y vistosas, nativo de américa central y del sur	árbolo perenne de hoja caduca, de flores grandes y vistosas, nativo de américa central y del sur
magnolia	arbusto o árbol grande y florido, que puede alcanzar una altura de hasta 20 metros, caracterizado por su hoja palmeada y flores grandes y vistosas	palma, cocotero, manzano, palmera, bromelia
magnolia	arbusto o árbol de hoja caduca, originario de américa del norte y del sur, con flores grandes y fragantes	árbol, árbol de hoja caduca, árbol de flores
magnolia	árbol caducifolio con flores grandes y blanquecinas, originario de américa.	"árbol caducifolio

* árbol (adjetivo) = árbol (n.m.)
* caducifolio (adjetivo) = caducifolio (n.m.)
* flores (n.f.) = flores (n.f.)
* grandes (adjetivo) = grandes (n.m.)
* blancas (adjetivo) = blancas (n.m.)
*"
manes	edificio o conjunto de edificios que albergan empresas, organizaciones o instituciones.	"1. building
2. office building
3. corporate headquarters
4. business center
5. office complex
6. commercial building
7. office park
8. tower
9. skyscraper
10. headquarters

espero que esta lista te sea útil. si necesitas más ayuda, no d"
manes	persona que adora o respeta a alguien o algo, generalmente considerada como una forma de veneración o culto	venerador, culto, adorador, devoto, venerado
manes	reino de los muertos, lugar donde se cree que viven los difuntos	"* cemetery
* graveyard
* tombstone
* burial ground
* resting place

i hope these suggestions are helpful! let me know if you have any other questions."
manes	persona que es muy lenta o tediosa en sus acciones o pensamientos.	lento, tedioso, lentamente, pausado, dilatory
manes	emociones o pensamientos interiores que influyen en la conducta y decisiones de una persona	sentimientos, pensamientos, emociones, tendencias, preferencias
meano	persona que actúa como medio entre dos partes para facilitar un acuerdo o transacción	"* intermediary
* facilitator
* arbitrator
* negotiator
* broker
* mediator

i hope these suggestions are helpful! let me know if you need any more assistance."
meano	 persona que habla con astucia y engaño, utilizando palabras para falsear a los demás.	"* embustero
* mentiroso
* engañador
* artificioso
* sutil
* culero
* mantequero
* disimulador
* engañador
* mentiroso

espero que te sean útiles. ¡si necesitas más palabras,"
meano	persona que habla o actúa con astucia o maestría, especialmente para obtener un fin determinado	astuto, maestro, artista, stratega, tactician, intrigante
meano	siniestro, malicioso	"siniestro y malicioso son dos palabras que tienen un significado similar, pero se utilizan en contextos diferentes en español.

siniestro se utiliza para describir a alguien o algo que es a la izquierda o a la izquierda de la línea de tierra. en este sentido, puede referirse a una persona o cosa que está en el lado opuesto de la derecha, en términos de posición o orientación.

por otro lado, malicioso se utiliza para descri"
meano	persona que actúa como mediador o intermediario en un conflicto o negociación	mediador, intermediario, arbitro, facilitador, negotiador
mediar	transportar o transmitir something from one place to another, often through the use of technology or media	"1. communicate
2. convey
3. transmit
4. broadcast
5. share
6. stream
7. transfer
8. relay
9. propagate
10. disperse

i hope these suggestions help! let me know if you need any more assistance."
mediar	intermediario o tercero que facilita la comunicación o el trato entre dos partes	"* mediator
* interpreter
* broker
* agent
* facilitator
* negotiator
* go-between
* interlocutor
* arbitrator
* mediator

i hope these suggestions are helpful! let me know if you need any more assistance."
mediar	comunicarse o interactuar entre dos o más personas o grupos mediante el uso de la voz, el lenguaje hablado o escrito	comunicarse, interactuar, hablar, escribir, conversar, dialogar, communicar, intercambiar
mediar	intermediario o middleman en un proceso,transaction o negociación.	"1. broker
2. agent
3. intermediary
4. facilitator
5. mediator
6. negotiator
7. intercessor
8. go-between
9. interlocutor
10. intermediation

i hope these suggestions help! let me know if you need anything else."
mediar	dividir en dos partes o grupos, tratar de acuerdo a un princiyo o regla	to gather or collect things into
mensualizar	hacer que algo se vuelva mensual o mensualmente, es decir, cada mes.	pagar, recibir, recibo, alquiler, pagar, seguro
mensualizar	hacer algo mensual o en un período de un mes	hacer, realizar, executar, completar, acabar
mensualizar	ceder algo a otra persona o cosa en una porción mensual o mensualmente, por un período determinado de tiempo.	"1. rentar
2. alquilar
3. prestar
4. entregar
5. donar
6. dar en arrendamiento
7. ceder en propiedad
8. subarrendar
9. compartir
10. proporcionar

espero"
mensualizar	ser rutinario o regular en algo, específicamente en el pago de sueldos o salarios mensuales	rutinario, regular, monotono, conforme, predictivo
mensualizar	transformar algo en mensual o mensualidad, es decir, hacerlo frecuentemente o regularmente en un período de tiempo mensual.	mensualizar, mensualidad, frequenciar, regularizar
mesmerización	el acto o proceso de absorbir la atención de algo o alguien de manera fascinante y desconcentrante	hypnosis, mesmerize, entrancement, spell, enchantment
mesmerización	el acto de fascinar o atraer a alguien mediante una serie de gestos o acciones que impresionan su mente	this verb means to hypnotize or enthrall someone,
mesmerización	el acto de fascinar o hipnotizar a alguien con la mirada o la forma de hablar, produciendo un estado de trance o de fascinación.	hypnosis, mesmerize, enchant, cast a spell, enthrall
mesmerización	el poder de una persona o cosa para absorber y fascinar a otra, mediante una técnica o una actuación artística.	"1. charm
2. allure
3. attraction
4. enchantment
5. captivation
6. fascination
7. enthrallment
8. spellbinding
9. mesmerizing
10. hypnotic

i hope these suggestions help! let me know if you need any more assistance."
mesmerización	el proceso de absorción o fascinación del espectador por un objeto, situación o persona, que se hace mediante la energía o influencia de otro.	absorción, fascinación, atracción, influencia, enamoramiento, observación, interés
mestizo	persona de origen mixto, nacida o originaria de dos culturas o razas diferentes	"1. biracial
2. bicultural
3. multiracial
4. mestizo
5. mixed race

i hope these suggestions are helpful! let me know if you need any more assistance."
mestizo	persona de dos o más culturas o étnicidades	"persona de dos o más culturas o étnicidades se refiere a una persona que nació, creció o se identifica con dos o más culturas o étnicidades diferentes. esto puede incluir a personas que tienen ancestros de dos o más culturas o étnicidades, o simplemente identifican con dos o más culturas o étnicidades en su vida diaria.

la identidad cultural y étnica de una persona puede ser compleja y multifacética, y puede influir en su forma de pensar, sentir y comportarse. las personas"
mestizo	persona de dos o más culturas o antepasados, por lo que caracteriza su personalidad, habła o formas de pensar.	mestiza, híbrido, personaje, individual, cultural, multicultural, bicultural, bilingual, bilingual
mestizo	persona de dos culturas o orígenes diversos.	persona, individual, ser, individualidad
mestizo	persona de una mixing de razas o etnios	"a person of mixed race or ethnicity is an individual who has ancestry from multiple racial or ethnic groups. this can include individuals who have a mixed heritage, meaning they have ancestors from multiple racial or ethnic backgrounds.

the term mixed race is often used to describe individuals who have ancestry from two or more racial groups, while the term mixed ethnicity is used to describe individuals who have ancestry from two or more ethnic groups.

its important to recognize that race and ethnicity are complex and multifaceted"
